date,max_visibility_miles,mean_visibility_miles,min_visibility_miles
8/29/2013,10,10,10
8/30/2013,10,10,7
8/31/2013,10,10,10
9/1/2013,10,10,10
9/2/2013,10,10,6
9/3/2013,10,10,10
9/4/2013,10,10,10
9/5/2013,10,10,10
9/6/2013,10,10,10
9/7/2013,10,10,10
9/8/2013,10,10,10
9/9/2013,10,10,10
9/10/2013,10,10,10
9/11/2013,10,10,10
9/12/2013,10,10,9
9/13/2013,10,10,7
9/14/2013,10,10,9
9/15/2013,10,10,6
9/16/2013,10,10,6
9/17/2013,10,10,10
9/18/2013,10,10,10
9/19/2013,10,10,10
9/20/2013,10,10,9
9/21/2013,10,9,2
9/22/2013,10,10,10
9/23/2013,10,10,10
9/24/2013,10,10,10
9/25/2013,10,10,10
9/26/2013,10,10,10
9/27/2013,10,10,10
9/28/2013,10,10,10
9/29/2013,10,10,10
9/30/2013,10,10,10
10/1/2013,10,10,10
10/2/2013,10,10,10
10/3/2013,10,10,10
10/4/2013,10,10,10
10/5/2013,10,10,10
10/6/2013,10,10,10
10/7/2013,10,10,10
10/8/2013,10,10,10
10/9/2013,10,10,10
10/10/2013,10,10,10
10/11/2013,10,10,10
10/12/2013,10,8,0
10/13/2013,10,10,10
10/14/2013,10,10,10
10/15/2013,10,10,10
10/16/2013,10,10,10
10/17/2013,10,10,10
10/18/2013,10,10,10
10/19/2013,10,10,10
10/20/2013,10,8,0
10/21/2013,10,10,7
10/22/2013,10,5,0
10/23/2013,10,7,2
10/24/2013,10,10,8
10/25/2013,10,10,10
10/26/2013,10,10,10
10/27/2013,10,10,10
10/28/2013,10,10,10
10/29/2013,10,10,10
10/30/2013,10,10,10
10/31/2013,10,10,10
11/1/2013,10,10,10
11/2/2013,10,9,2
11/3/2013,10,10,10
11/4/2013,10,10,10
11/5/2013,10,10,10
11/6/2013,10,10,9
11/7/2013,10,10,9
11/8/2013,10,7,0
11/9/2013,10,10,9
11/10/2013,10,10,9
11/11/2013,10,9,6
11/12/2013,10,10,10
11/13/2013,10,10,9
11/14/2013,10,10,8
11/15/2013,10,10,10
11/16/2013,10,10,10
11/17/2013,10,10,10
11/18/2013,10,10,10
11/19/2013,10,9,6
11/20/2013,10,9,4
11/21/2013,10,10,9
11/22/2013,10,10,10
11/23/2013,10,10,10
11/24/2013,10,10,10
11/25/2013,10,10,9
11/26/2013,10,9,6
11/27/2013,10,9,7
11/28/2013,10,9,7
11/29/2013,10,10,9
11/30/2013,10,6,0
12/1/2013,10,10,9
12/2/2013,10,8,0
12/3/2013,10,10,4
12/4/2013,10,10,10
12/5/2013,10,10,10
12/6/2013,10,10,6
12/7/2013,10,10,3
12/8/2013,10,10,10
12/9/2013,10,10,10
12/10/2013,10,10,10
12/11/2013,10,10,10
12/12/2013,10,10,7
12/13/2013,10,9,7
12/14/2013,10,10,8
12/15/2013,10,9,7
12/16/2013,10,10,10
12/17/2013,9,6,5
12/18/2013,10,9,6
12/19/2013,10,10,10
12/20/2013,10,10,10
12/21/2013,10,10,10
12/22/2013,10,10,10
12/23/2013,10,9,7
12/24/2013,10,9,7
12/25/2013,10,10,9
12/26/2013,10,9,7
12/27/2013,10,10,8
12/28/2013,10,10,9
12/29/2013,10,10,10
12/30/2013,10,10,9
12/31/2013,10,7,0
1/1/2014,10,9,7
1/2/2014,10,10,10
1/3/2014,10,10,9
1/4/2014,10,6,0
1/5/2014,10,10,10
1/6/2014,10,10,7
1/7/2014,10,9,7
1/8/2014,10,9,3
1/9/2014,10,10,5
1/10/2014,10,9,6
1/11/2014,10,10,6
1/12/2014,10,10,7
1/13/2014,10,10,10
1/14/2014,10,10,10
1/15/2014,10,10,10
1/16/2014,10,10,10
1/17/2014,10,9,5
1/18/2014,10,9,7
1/19/2014,10,10,8
1/20/2014,10,9,7
1/21/2014,10,10,10
1/22/2014,10,10,10
1/23/2014,10,9,7
1/24/2014,10,8,4
1/25/2014,10,9,7
1/26/2014,10,10,9
1/27/2014,10,10,7
1/28/2014,10,10,2
1/29/2014,10,10,7
1/30/2014,10,10,9
1/31/2014,10,10,9
2/1/2014,10,10,10
2/2/2014,10,8,4
2/3/2014,10,10,10
2/4/2014,10,10,10
2/5/2014,10,10,10
2/6/2014,10,8,2
2/7/2014,10,9,3
2/8/2014,10,5,2
2/9/2014,10,6,2
2/10/2014,10,9,2
2/11/2014,10,10,7
2/12/2014,10,7,0
2/13/2014,10,6,0
2/14/2014,10,8,2
2/15/2014,10,10,7
2/16/2014,10,10,6
2/17/2014,10,10,10
2/18/2014,10,10,5
2/19/2014,10,10,10
2/20/2014,10,10,9
2/21/2014,10,10,10
2/22/2014,10,10,10
2/23/2014,10,9,6
2/24/2014,10,10,10
2/25/2014,10,9,7
2/26/2014,10,9,4
2/27/2014,10,10,8
2/28/2014,10,8,1
8/29/2013,10,10,10
8/30/2013,10,10,10
8/31/2013,10,10,10
9/1/2013,10,10,10
9/2/2013,10,10,10
9/3/2013,10,10,10
9/4/2013,10,10,10
9/5/2013,10,10,10
9/6/2013,10,10,10
9/7/2013,10,10,10
9/8/2013,10,10,10
9/9/2013,10,10,10
9/10/2013,10,10,10
9/11/2013,10,10,10
9/12/2013,10,10,10
9/13/2013,10,10,10
9/14/2013,10,10,10
9/15/2013,10,10,10
9/16/2013,10,10,10
9/17/2013,10,10,10
9/18/2013,10,10,10
9/19/2013,10,10,10
9/20/2013,10,10,10
9/21/2013,10,9,2
9/22/2013,10,10,10
9/23/2013,10,10,10
9/24/2013,10,10,10
9/25/2013,10,10,10
9/26/2013,10,10,10
9/27/2013,10,10,10
9/28/2013,10,10,10
9/29/2013,10,10,10
9/30/2013,10,10,9
10/1/2013,10,10,8
10/2/2013,10,10,10
10/3/2013,10,10,10
10/4/2013,10,10,10
10/5/2013,10,10,10
10/6/2013,10,10,10
10/7/2013,10,10,10
10/8/2013,10,10,8
10/9/2013,10,10,7
10/10/2013,10,10,10
10/11/2013,10,9,6
10/12/2013,10,9,2
10/13/2013,10,10,10
10/14/2013,10,10,10
10/15/2013,10,10,10
10/16/2013,10,10,10
10/17/2013,10,10,10
10/18/2013,10,10,8
10/19/2013,10,10,8
10/20/2013,10,9,2
10/21/2013,10,9,6
10/22/2013,10,8,2
10/23/2013,10,7,2
10/24/2013,10,10,7
10/25/2013,10,10,5
10/26/2013,10,10,6
10/27/2013,10,10,9
10/28/2013,10,10,8
10/29/2013,10,10,7
10/30/2013,10,10,10
10/31/2013,10,10,10
11/1/2013,10,10,10
11/2/2013,10,10,10
11/3/2013,10,10,10
11/4/2013,10,10,10
11/5/2013,10,10,9
11/6/2013,10,10,9
11/7/2013,10,10,7
11/8/2013,10,8,0
11/9/2013,10,10,10
11/10/2013,10,9,4
11/11/2013,10,8,4
11/12/2013,10,10,10
11/13/2013,10,10,10
11/14/2013,10,8,1
11/15/2013,10,10,10
11/16/2013,10,10,10
11/17/2013,10,10,10
11/18/2013,10,10,10
11/19/2013,10,9,3
11/20/2013,10,10,2
11/21/2013,10,10,3
11/22/2013,10,10,10
11/23/2013,10,10,10
11/24/2013,10,10,10
11/25/2013,10,10,10
11/26/2013,10,9,5
11/27/2013,10,8,5
11/28/2013,10,8,5
11/29/2013,10,10,10
11/30/2013,10,9,6
12/1/2013,10,10,8
12/2/2013,10,10,7
12/3/2013,10,10,10
12/4/2013,10,10,10
12/5/2013,10,10,10
12/6/2013,10,9,2
12/7/2013,10,10,7
12/8/2013,10,10,10
12/9/2013,10,10,10
12/10/2013,10,10,10
12/11/2013,10,10,8
12/12/2013,10,9,7
12/13/2013,10,10,5
12/14/2013,10,10,10
12/15/2013,10,7,5
12/16/2013,10,9,6
12/17/2013,10,6,4
12/18/2013,10,8,5
12/19/2013,10,10,10
12/20/2013,10,10,10
12/21/2013,10,10,10
12/22/2013,10,10,10
12/23/2013,10,9,7
12/24/2013,10,9,6
12/25/2013,10,10,10
12/26/2013,10,9,6
12/27/2013,10,9,5
12/28/2013,10,9,6
12/29/2013,10,10,10
12/30/2013,10,10,7
12/31/2013,10,7,0
1/1/2014,10,8,4
1/2/2014,10,10,7
1/3/2014,10,10,9
1/4/2014,10,8,0
1/5/2014,10,10,10
1/6/2014,10,10,7
1/7/2014,10,9,5
1/8/2014,10,9,2
1/9/2014,10,9,5
1/10/2014,10,10,7
1/11/2014,10,9,6
1/12/2014,10,10,9
1/13/2014,10,10,10
1/14/2014,10,10,10
1/15/2014,10,10,10
1/16/2014,10,10,9
1/17/2014,10,9,6
1/18/2014,10,8,6
1/19/2014,10,9,6
1/20/2014,10,8,6
1/21/2014,10,10,10
1/22/2014,10,10,10
1/23/2014,10,10,7
1/24/2014,8,6,4
1/25/2014,10,8,5
1/26/2014,10,10,10
1/27/2014,10,9,6
1/28/2014,10,10,8
1/29/2014,10,8,2
1/30/2014,10,10,10
1/31/2014,10,10,10
2/1/2014,10,10,10
2/2/2014,10,9,3
2/3/2014,10,10,10
2/4/2014,10,10,10
2/5/2014,10,10,6
2/6/2014,10,7,2
2/7/2014,10,9,3
2/8/2014,10,8,2
2/9/2014,10,6,2
2/10/2014,10,9,4
2/11/2014,10,8,0
2/12/2014,10,8,2
2/13/2014,10,6,0
2/14/2014,10,9,2
2/15/2014,10,10,5
2/16/2014,10,10,2
2/17/2014,10,10,10
2/18/2014,10,10,10
2/19/2014,10,10,2
2/20/2014,10,10,10
2/21/2014,10,10,10
2/22/2014,10,10,6
2/23/2014,10,9,4
2/24/2014,10,10,10
2/25/2014,10,9,4
2/26/2014,10,9,2
2/27/2014,10,10,5
2/28/2014,10,7,2
8/29/2013,10,10,10
8/30/2013,10,10,10
8/31/2013,10,10,10
9/1/2013,10,10,10
9/2/2013,10,10,10
9/3/2013,10,10,10
9/4/2013,10,10,10
9/5/2013,10,10,10
9/6/2013,10,10,10
9/7/2013,10,10,10
9/8/2013,10,10,10
9/9/2013,10,10,10
9/10/2013,10,10,9
9/11/2013,10,10,9
9/12/2013,10,10,10
9/13/2013,10,10,10
9/14/2013,10,10,10
9/15/2013,10,10,10
9/16/2013,10,10,10
9/17/2013,10,10,10
9/18/2013,10,10,10
9/19/2013,10,10,10
9/20/2013,10,10,10
9/21/2013,10,8,1
9/22/2013,10,10,10
9/23/2013,10,10,10
9/24/2013,10,10,10
9/25/2013,10,10,10
9/26/2013,10,10,10
9/27/2013,10,10,10
9/28/2013,10,10,10
9/29/2013,10,10,10
9/30/2013,10,10,10
10/1/2013,10,10,10
10/2/2013,10,10,10
10/3/2013,10,10,10
10/4/2013,10,10,10
10/5/2013,10,10,10
10/6/2013,10,10,10
10/7/2013,10,10,10
10/8/2013,10,10,10
10/9/2013,10,10,10
10/10/2013,10,10,10
10/11/2013,10,10,9
10/12/2013,10,9,4
10/13/2013,10,10,10
10/14/2013,10,10,10
10/15/2013,10,10,10
10/16/2013,10,10,10
10/17/2013,10,10,10
10/18/2013,10,10,10
10/19/2013,10,10,7
10/20/2013,10,7,1
10/21/2013,10,8,5
10/22/2013,10,8,4
10/23/2013,10,6,2
10/24/2013,10,9,5
10/25/2013,10,10,7
10/26/2013,10,10,5
10/27/2013,10,10,9
10/28/2013,10,10,10
10/29/2013,10,10,10
10/30/2013,10,10,10
10/31/2013,10,10,10
11/1/2013,10,10,10
11/2/2013,10,10,10
11/3/2013,10,10,10
11/4/2013,10,10,10
11/5/2013,10,10,5
11/6/2013,10,10,10
11/7/2013,10,10,8
11/8/2013,10,8,2
11/9/2013,10,10,10
11/10/2013,10,9,5
11/11/2013,9,7,4
11/12/2013,10,10,9
11/13/2013,10,10,10
11/14/2013,10,8,5
11/15/2013,10,10,10
11/16/2013,10,10,10
11/17/2013,10,10,10
11/18/2013,10,10,10
11/19/2013,10,10,8
11/20/2013,10,9,1
11/21/2013,10,10,6
11/22/2013,10,10,10
11/23/2013,10,10,10
11/24/2013,10,10,10
11/25/2013,10,10,7
11/26/2013,10,10,8
11/27/2013,10,8,5
11/28/2013,10,8,6
11/29/2013,10,10,10
11/30/2013,10,10,8
12/1/2013,10,10,8
12/2/2013,10,10,6
12/3/2013,10,10,10
12/4/2013,10,10,10
12/5/2013,10,10,10
12/6/2013,10,10,5
12/7/2013,10,10,10
12/8/2013,10,10,10
12/9/2013,10,10,10
12/10/2013,10,10,10
12/11/2013,10,10,10
12/12/2013,10,9,7
12/13/2013,10,9,8
12/14/2013,10,10,10
12/15/2013,10,9,7
12/16/2013,10,9,7
12/17/2013,10,6,3
12/18/2013,10,8,6
12/19/2013,10,10,10
12/20/2013,10,10,10
12/21/2013,10,10,10
12/22/2013,10,8,0
12/23/2013,10,10,7
12/24/2013,10,9,7
12/25/2013,10,10,10
12/26/2013,10,10,8
12/27/2013,10,8,5
12/28/2013,10,9,6
12/29/2013,10,10,10
12/30/2013,10,10,8
12/31/2013,10,4,0
1/1/2014,10,8,6
1/2/2014,10,10,8
1/3/2014,10,10,8
1/4/2014,10,10,7
1/5/2014,10,10,10
1/6/2014,10,10,9
1/7/2014,10,9,6
1/8/2014,10,8,2
1/9/2014,10,9,2
1/10/2014,10,10,8
1/11/2014,10,10,8
1/12/2014,10,10,9
1/13/2014,10,10,10
1/14/2014,10,10,10
1/15/2014,10,10,8
1/16/2014,10,10,10
1/17/2014,10,9,7
1/18/2014,10,10,8
1/19/2014,10,10,7
1/20/2014,10,10,8
1/21/2014,10,10,10
1/22/2014,10,10,9
1/23/2014,10,9,6
1/24/2014,10,7,2
1/25/2014,10,10,7
1/26/2014,10,10,9
1/27/2014,10,5,0
1/28/2014,10,10,6
1/29/2014,10,9,4
1/30/2014,10,10,7
1/31/2014,10,10,10
2/1/2014,10,10,10
2/2/2014,10,10,7
2/3/2014,10,10,10
2/4/2014,10,10,10
2/5/2014,10,10,10
2/6/2014,10,10,7
2/7/2014,10,10,10
2/8/2014,10,10,10
2/9/2014,10,10,9
2/10/2014,10,9,2
2/11/2014,10,7,0
2/12/2014,10,9,5
2/13/2014,10,8,0
2/14/2014,10,8,2
2/15/2014,10,10,10
2/16/2014,10,10,4
2/17/2014,10,10,10
2/18/2014,10,10,10
2/19/2014,10,10,4
2/20/2014,10,10,10
2/21/2014,10,10,10
2/22/2014,10,10,10
2/23/2014,10,9,7
2/24/2014,10,10,10
2/25/2014,10,9,7
2/26/2014,10,8,2
2/27/2014,10,10,8
2/28/2014,10,8,2
8/29/2013,10,10,10
8/30/2013,10,10,10
8/31/2013,10,10,10
9/1/2013,10,10,10
9/2/2013,10,10,10
9/3/2013,10,10,10
9/4/2013,10,10,10
9/5/2013,10,10,10
9/6/2013,10,10,10
9/7/2013,10,10,10
9/8/2013,10,10,10
9/9/2013,10,10,10
9/10/2013,10,10,9
9/11/2013,10,10,9
9/12/2013,10,10,10
9/13/2013,10,10,10
9/14/2013,10,10,10
9/15/2013,10,10,10
9/16/2013,10,10,10
9/17/2013,10,10,10
9/18/2013,10,10,10
9/19/2013,10,10,10
9/20/2013,10,10,10
9/21/2013,10,8,1
9/22/2013,10,10,10
9/23/2013,10,10,10
9/24/2013,10,10,10
9/25/2013,10,10,10
9/26/2013,10,10,10
9/27/2013,10,10,10
9/28/2013,10,10,10
9/29/2013,10,10,10
9/30/2013,10,10,10
10/1/2013,10,10,10
10/2/2013,10,10,10
10/3/2013,10,10,10
10/4/2013,10,10,10
10/5/2013,10,10,10
10/6/2013,10,10,10
10/7/2013,10,10,10
10/8/2013,10,10,10
10/9/2013,10,10,10
10/10/2013,10,10,10
10/11/2013,10,10,9
10/12/2013,10,9,4
10/13/2013,10,10,10
10/14/2013,10,10,10
10/15/2013,10,10,10
10/16/2013,10,10,10
10/17/2013,10,10,10
10/18/2013,10,10,10
10/19/2013,10,10,7
10/20/2013,10,7,1
10/21/2013,10,8,5
10/22/2013,10,8,4
10/23/2013,10,6,2
10/24/2013,10,9,5
10/25/2013,10,10,7
10/26/2013,10,10,5
10/27/2013,10,10,9
10/28/2013,10,10,10
10/29/2013,10,10,10
10/30/2013,10,10,10
10/31/2013,10,10,10
11/1/2013,10,10,10
11/2/2013,10,10,10
11/3/2013,10,10,10
11/4/2013,10,10,10
11/5/2013,10,10,5
11/6/2013,10,10,10
11/7/2013,10,10,8
11/8/2013,10,8,2
11/9/2013,10,10,10
11/10/2013,10,9,5
11/11/2013,9,7,4
11/12/2013,10,10,9
11/13/2013,10,10,10
11/14/2013,10,8,5
11/15/2013,10,10,10
11/16/2013,10,10,10
11/17/2013,10,10,10
11/18/2013,10,10,10
11/19/2013,10,10,8
11/20/2013,10,9,1
11/21/2013,10,10,6
11/22/2013,10,10,10
11/23/2013,10,10,10
11/24/2013,10,10,10
11/25/2013,10,10,7
11/26/2013,10,10,8
11/27/2013,10,8,5
11/28/2013,10,8,6
11/29/2013,10,10,10
11/30/2013,10,10,8
12/1/2013,10,10,8
12/2/2013,10,10,6
12/3/2013,10,10,10
12/4/2013,10,10,10
12/5/2013,10,10,10
12/6/2013,10,10,5
12/7/2013,10,10,10
12/8/2013,10,10,10
12/9/2013,10,10,10
12/10/2013,10,10,10
12/11/2013,10,10,10
12/12/2013,10,9,7
12/13/2013,10,9,8
12/14/2013,10,10,10
12/15/2013,10,9,7
12/16/2013,10,9,7
12/17/2013,10,6,3
12/18/2013,10,8,6
12/19/2013,10,10,10
12/20/2013,10,10,10
12/21/2013,10,10,10
12/22/2013,10,8,0
12/23/2013,10,10,7
12/24/2013,10,9,7
12/25/2013,10,10,10
12/26/2013,10,10,8
12/27/2013,10,8,5
12/28/2013,10,9,6
12/29/2013,10,10,10
12/30/2013,10,10,8
12/31/2013,10,4,0
1/1/2014,10,8,6
1/2/2014,10,10,8
1/3/2014,10,10,8
1/4/2014,10,10,7
1/5/2014,10,10,10
1/6/2014,10,10,9
1/7/2014,10,9,6
1/8/2014,10,8,2
1/9/2014,10,9,2
1/10/2014,10,10,8
1/11/2014,10,10,8
1/12/2014,10,10,9
1/13/2014,10,10,10
1/14/2014,10,10,10
1/15/2014,10,10,8
1/16/2014,10,10,10
1/17/2014,10,9,7
1/18/2014,10,10,8
1/19/2014,10,10,7
1/20/2014,10,10,8
1/21/2014,10,10,10
1/22/2014,10,10,9
1/23/2014,10,9,6
1/24/2014,10,7,2
1/25/2014,10,10,7
1/26/2014,10,10,9
1/27/2014,10,5,0
1/28/2014,10,10,6
1/29/2014,10,9,4
1/30/2014,10,10,7
1/31/2014,10,10,10
2/1/2014,10,10,10
2/2/2014,10,10,7
2/3/2014,10,10,10
2/4/2014,10,10,10
2/5/2014,10,10,10
2/6/2014,10,10,7
2/7/2014,10,10,10
2/8/2014,10,10,10
2/9/2014,10,10,9
2/10/2014,10,9,2
2/11/2014,10,7,0
2/12/2014,10,9,5
2/13/2014,10,8,0
2/14/2014,10,8,2
2/15/2014,10,10,10
2/16/2014,10,10,4
2/17/2014,10,10,10
2/18/2014,10,10,10
2/19/2014,10,10,4
2/20/2014,10,10,10
2/21/2014,10,10,10
2/22/2014,10,10,10
2/23/2014,10,9,7
2/24/2014,10,10,10
2/25/2014,10,9,7
2/26/2014,10,8,2
2/27/2014,10,10,8
2/28/2014,10,8,2
8/29/2013,10,10,10
8/30/2013,10,10,10
8/31/2013,10,10,10
9/1/2013,10,10,10
9/2/2013,10,10,10
9/3/2013,10,10,10
9/4/2013,10,10,10
9/5/2013,10,10,10
9/6/2013,10,10,10
9/7/2013,10,10,10
9/8/2013,10,10,10
9/9/2013,10,10,10
9/10/2013,10,10,10
9/11/2013,10,10,10
9/12/2013,10,10,8
9/13/2013,10,10,10
9/14/2013,10,10,10
9/15/2013,10,10,10
9/16/2013,10,10,10
9/17/2013,10,10,10
9/18/2013,10,10,10
9/19/2013,10,10,10
9/20/2013,10,10,10
9/21/2013,10,8,1
9/22/2013,10,10,10
9/23/2013,10,10,10
9/24/2013,10,10,10
9/25/2013,10,10,10
9/26/2013,10,10,10
9/27/2013,10,10,9
9/28/2013,10,10,10
9/29/2013,10,10,10
9/30/2013,10,10,10
10/1/2013,10,10,10
10/2/2013,10,10,10
10/3/2013,10,10,10
10/4/2013,10,10,10
10/5/2013,10,10,10
10/6/2013,10,10,10
10/7/2013,10,10,10
10/8/2013,10,10,10
10/9/2013,10,10,9
10/10/2013,10,10,10
10/11/2013,10,10,7
10/12/2013,10,10,9
10/13/2013,10,10,10
10/14/2013,10,10,10
10/15/2013,10,10,10
10/16/2013,10,10,10
10/17/2013,10,10,10
10/18/2013,10,10,10
10/19/2013,10,10,9
10/20/2013,10,7,2
10/21/2013,10,7,2
10/22/2013,10,7,2
10/23/2013,10,5,1
10/24/2013,10,6,2
10/25/2013,10,8,3
10/26/2013,10,10,9
10/27/2013,10,9,4
10/28/2013,10,10,9
10/29/2013,10,10,10
10/30/2013,10,10,10
10/31/2013,10,10,10
11/1/2013,10,10,10
11/2/2013,10,10,10
11/3/2013,10,10,10
11/4/2013,10,10,10
11/5/2013,10,10,10
11/6/2013,10,10,10
11/7/2013,10,10,9
11/8/2013,10,9,6
11/9/2013,10,10,10
11/10/2013,10,5,0
11/11/2013,9,7,3
11/12/2013,10,10,7
11/13/2013,10,10,10
11/14/2013,10,6,1
11/15/2013,10,10,10
11/16/2013,10,10,10
11/17/2013,10,10,10
11/18/2013,10,10,10
11/19/2013,10,9,4
11/20/2013,10,9,1
11/21/2013,10,9,2
11/22/2013,10,10,10
11/23/2013,10,10,10
11/24/2013,10,10,10
11/25/2013,10,10,8
11/26/2013,10,10,8
11/27/2013,10,9,6
11/28/2013,10,9,6
11/29/2013,10,10,10
11/30/2013,10,10,10
12/1/2013,10,10,9
12/2/2013,10,10,10
12/3/2013,10,9,2
12/4/2013,10,10,10
12/5/2013,10,10,10
12/6/2013,10,10,8
12/7/2013,10,10,6
12/8/2013,10,10,10
12/9/2013,10,10,10
12/10/2013,10,10,10
12/11/2013,10,10,10
12/12/2013,10,10,7
12/13/2013,10,9,7
12/14/2013,10,10,10
12/15/2013,10,9,7
12/16/2013,10,10,9
12/17/2013,10,7,3
12/18/2013,10,8,6
12/19/2013,10,10,9
12/20/2013,10,10,10
12/21/2013,10,10,10
12/22/2013,10,10,10
12/23/2013,10,10,8
12/24/2013,10,10,9
12/25/2013,10,10,10
12/26/2013,10,10,10
12/27/2013,10,9,7
12/28/2013,10,9,7
12/29/2013,10,10,10
12/30/2013,10,10,9
12/31/2013,10,4,0
1/1/2014,10,8,6
1/2/2014,10,10,9
1/3/2014,10,10,10
1/4/2014,10,10,10
1/5/2014,10,10,10
1/6/2014,10,10,10
1/7/2014,10,10,8
1/8/2014,10,8,2
1/9/2014,10,8,1
1/10/2014,10,10,10
1/11/2014,10,10,10
1/12/2014,10,10,9
1/13/2014,10,10,10
1/14/2014,10,10,10
1/15/2014,10,10,10
1/16/2014,10,10,10
1/17/2014,10,10,9
1/18/2014,10,10,9
1/19/2014,10,10,8
1/20/2014,10,10,10
1/21/2014,10,10,10
1/22/2014,10,10,10
1/23/2014,10,10,7
1/24/2014,10,8,6
1/25/2014,10,10,9
1/26/2014,10,10,9
1/27/2014,10,5,0
1/28/2014,10,9,3
1/29/2014,10,7,2
1/30/2014,10,10,7
1/31/2014,10,10,10
2/1/2014,10,10,10
2/2/2014,10,10,8
2/3/2014,10,10,10
2/4/2014,10,10,10
2/5/2014,10,10,10
2/6/2014,10,9,3
2/7/2014,10,10,6
2/8/2014,10,10,10
2/9/2014,10,10,10
2/10/2014,10,9,2
2/11/2014,10,6,1
2/12/2014,10,8,3
2/13/2014,10,6,0
2/14/2014,10,7,1
2/15/2014,10,10,10
2/16/2014,10,9,2
2/17/2014,10,10,10
2/18/2014,10,10,10
2/19/2014,10,10,7
2/20/2014,10,10,10
2/21/2014,10,10,10
2/22/2014,10,10,10
2/23/2014,10,9,5
2/24/2014,10,10,10
2/25/2014,10,8,3
2/26/2014,10,9,3
2/27/2014,10,10,9
2/28/2014,10,8,2
3/1/2014,10,10,10
3/2/2014,10,9,2
3/3/2014,10,10,9
3/4/2014,10,10,7
3/5/2014,10,8,2
3/6/2014,10,9,4
3/7/2014,10,10,9
3/8/2014,10,10,10
3/9/2014,10,10,10
3/10/2014,10,10,9
3/11/2014,10,10,10
3/12/2014,10,10,10
3/13/2014,10,10,10
3/14/2014,10,10,10
3/15/2014,10,10,10
3/16/2014,10,10,10
3/17/2014,10,10,10
3/18/2014,10,10,10
3/19/2014,10,10,10
3/20/2014,10,10,10
3/21/2014,10,10,9
3/22/2014,10,10,10
3/23/2014,10,10,10
3/24/2014,10,10,6
3/25/2014,10,9,2
3/26/2014,10,8,1
3/27/2014,10,10,7
3/28/2014,10,10,7
3/29/2014,10,8,1
3/30/2014,10,10,10
3/31/2014,10,8,1
4/1/2014,10,9,2
4/2/2014,10,10,10
4/3/2014,10,10,10
4/4/2014,10,9,4
4/5/2014,10,10,10
4/6/2014,10,10,10
4/7/2014,10,10,10
4/8/2014,10,10,10
4/9/2014,10,10,10
4/10/2014,10,10,8
4/11/2014,10,10,10
4/12/2014,10,10,10
4/13/2014,10,10,8
4/14/2014,10,9,6
4/15/2014,10,10,7
4/16/2014,10,9,7
4/17/2014,10,10,7
4/18/2014,10,10,10
4/19/2014,10,10,10
4/20/2014,10,10,10
4/21/2014,10,10,8
4/22/2014,10,10,4
4/23/2014,10,10,10
4/24/2014,10,10,6
4/25/2014,10,8,2
4/26/2014,10,10,10
4/27/2014,10,10,7
4/28/2014,10,10,8
4/29/2014,10,10,10
4/30/2014,10,10,10
5/1/2014,10,10,10
5/2/2014,10,10,10
5/3/2014,10,10,10
5/4/2014,10,10,10
5/5/2014,10,10,10
5/6/2014,10,10,10
5/7/2014,10,10,10
5/8/2014,10,10,6
5/9/2014,10,10,7
5/10/2014,10,10,10
5/11/2014,10,10,10
5/12/2014,10,10,10
5/13/2014,10,10,10
5/14/2014,10,10,10
5/15/2014,10,10,10
5/16/2014,10,10,10
5/17/2014,10,10,10
5/18/2014,10,10,10
5/19/2014,10,10,10
5/20/2014,10,10,10
5/21/2014,10,10,9
5/22/2014,10,10,10
5/23/2014,10,10,10
5/24/2014,10,10,10
5/25/2014,10,10,10
5/26/2014,10,10,9
5/27/2014,10,10,10
5/28/2014,10,10,10
5/29/2014,10,10,10
5/30/2014,10,10,9
5/31/2014,10,10,10
6/1/2014,10,9,5
6/2/2014,10,10,10
6/3/2014,10,10,10
6/4/2014,10,10,6
6/5/2014,10,9,6
6/6/2014,10,10,8
6/7/2014,10,9,7
6/8/2014,10,9,7
6/9/2014,10,9,7
6/10/2014,10,10,9
6/11/2014,10,10,10
6/12/2014,10,10,10
6/13/2014,10,10,10
6/14/2014,10,10,10
6/15/2014,10,10,8
6/16/2014,10,10,10
6/17/2014,10,10,10
6/18/2014,10,10,10
6/19/2014,10,10,9
6/20/2014,10,10,10
6/21/2014,10,10,10
6/22/2014,10,10,10
6/23/2014,10,10,10
6/24/2014,10,10,10
6/25/2014,10,10,8
6/26/2014,10,10,7
6/27/2014,10,10,10
6/28/2014,10,10,10
6/29/2014,10,10,10
6/30/2014,10,10,8
7/1/2014,10,10,10
7/2/2014,10,10,10
7/3/2014,10,10,10
7/4/2014,10,10,9
7/5/2014,10,10,10
7/6/2014,10,10,10
7/7/2014,10,10,10
7/8/2014,10,10,10
7/9/2014,10,10,10
7/10/2014,10,10,10
7/11/2014,10,10,10
7/12/2014,10,10,6
7/13/2014,10,9,6
7/14/2014,10,10,9
7/15/2014,10,10,10
7/16/2014,10,10,10
7/17/2014,10,10,10
7/18/2014,10,10,10
7/19/2014,10,10,10
7/20/2014,10,10,10
7/21/2014,10,10,10
7/22/2014,10,10,10
7/23/2014,10,10,10
7/24/2014,10,10,10
7/25/2014,10,10,8
7/26/2014,10,10,9
7/27/2014,10,10,9
7/28/2014,10,10,10
7/29/2014,10,10,10
7/30/2014,10,10,10
7/31/2014,10,10,9
8/1/2014,10,9,7
