date,max_wind_Speed_mph,mean_wind_speed_mph,max_gust_speed_mph
7/29/2014,20,11,22
7/30/2014,21,11,24
7/31/2014,17,9,22
8/1/2014,18,9,22
8/2/2014,18,10,23
8/3/2014,18,11,29
8/4/2014,17,10,21
8/5/2014,20,7,26
8/6/2014,20,8,36
8/7/2014,18,7,29
8/8/2014,20,11,28
8/9/2014,21,12,31
8/10/2014,22,9,36
8/11/2014,18,9,22
8/12/2014,20,10,31
8/13/2014,21,9,24
8/14/2014,20,9,26
8/15/2014,18,9,39
8/16/2014,20,9,23
8/17/2014,21,10,24
8/18/2014,22,11,28
8/19/2014,21,10,23
8/20/2014,18,10,28
8/21/2014,20,8,23
8/22/2014,21,8,28
8/23/2014,16,9,20
8/24/2014,21,11,23
8/25/2014,18,11,24
8/26/2014,18,9,23
8/27/2014,21,9,22
8/28/2014,20,9,22
8/29/2014,21,7,24
8/30/2014,18,8,21
8/31/2014,17,8,28
3/1/2014,17,9,25
3/2/2014,12,2,17
3/3/2014,20,2,31
3/4/2014,13,4,
3/5/2014,17,3,22
3/6/2014,12,5,
3/7/2014,9,3,
3/8/2014,8,2,
3/9/2014,8,2,
3/10/2014,14,5,18
3/11/2014,15,6,20
3/12/2014,18,9,20
3/13/2014,10,2,
3/14/2014,10,3,
3/15/2014,9,2,
3/16/2014,12,2,17
3/17/2014,22,10,29
3/18/2014,12,1,
3/19/2014,8,2,
3/20/2014,13,2,
3/21/2014,13,3,18
3/22/2014,12,3,
3/23/2014,12,2,
3/24/2014,10,3,
3/25/2014,12,5,17
3/26/2014,16,6,20
3/27/2014,13,3,16
3/28/2014,14,4,17
3/29/2014,15,7,
3/30/2014,12,6,
3/31/2014,20,4,24
4/1/2014,15,7,21
4/2/2014,10,4,
4/3/2014,13,3,17
4/4/2014,13,7,21
4/5/2014,17,5,22
4/6/2014,10,1,
4/7/2014,13,1,
4/8/2014,13,3,
4/9/2014,10,4,
4/10/2014,8,2,
4/11/2014,12,4,
4/12/2014,16,4,20
4/13/2014,13,4,
4/14/2014,12,4,
4/15/2014,14,5,17
4/16/2014,14,3,
4/17/2014,22,5,28
4/18/2014,16,7,
4/19/2014,20,5,17
4/20/2014,13,3,
4/21/2014,18,4,24
4/22/2014,22,11,28
4/23/2014,16,9,20
4/24/2014,16,6,20
4/25/2014,16,7,23
4/26/2014,20,11,28
4/27/2014,17,5,22
4/28/2014,16,5,23
4/29/2014,10,1,
4/30/2014,10,2,
5/1/2014,122,4,
5/2/2014,13,2,
5/3/2014,21,7,24
5/4/2014,16,7,18
5/5/2014,23,11,32
5/6/2014,23,13,32
5/7/2014,21,8,26
5/8/2014,12,6,
5/9/2014,20,8,26
5/10/2014,26,10,34
5/11/2014,18,7,25
5/12/2014,12,1,
5/13/2014,13,2,16
5/14/2014,14,4,
5/15/2014,15,2,21
5/16/2014,15,5,20
5/17/2014,17,8,23
5/18/2014,23,12,31
5/19/2014,20,13,25
5/20/2014,16,7,24
5/21/2014,21,7,23
5/22/2014,13,6,
5/23/2014,22,7,24
5/24/2014,15,6,21
5/25/2014,24,5,30
5/26/2014,23,4,33
5/27/2014,20,9,28
5/28/2014,15,8,21
5/29/2014,20,3,23
5/30/2014,22,7,26
5/31/2014,14,8,18
6/1/2014,14,4,
6/2/2014,17,5,24
6/3/2014,12,5,
6/4/2014,13,3,
6/5/2014,13,4,
6/6/2014,12,5,16
6/7/2014,13,4,
6/8/2014,15,2,
6/9/2014,14,3,
6/10/2014,13,5,16
6/11/2014,16,5,21
6/12/2014,21,9,26
6/13/2014,17,5,22
6/14/2014,13,5,21
6/15/2014,22,9,29
6/16/2014,20,12,26
6/17/2014,15,3,20
6/18/2014,15,2,22
6/19/2014,18,5,
6/20/2014,16,5,22
6/21/2014,14,5,18
6/22/2014,21,6,26
6/23/2014,16,6,22
6/24/2014,24,4,32
6/25/2014,14,6,23
6/26/2014,14,7,18
6/27/2014,15,6,17
6/28/2014,16,8,21
6/29/2014,14,5,
6/30/2014,14,3,
7/1/2014,12,5,
7/2/2014,20,6,25
7/3/2014,20,6,24
7/4/2014,14,4,18
7/5/2014,14,4,
7/6/2014,10,4,
7/7/2014,15,4,
7/8/2014,13,4,16
7/9/2014,13,4,
7/10/2014,16,6,22
7/11/2014,16,6,24
7/12/2014,16,8,21
7/13/2014,12,7,
7/14/2014,9,3,
7/15/2014,12,4,
7/16/2014,16,5,21
7/17/2014,16,4,22
7/18/2014,15,3,21
7/19/2014,13,4,18
7/20/2014,15,5,21
7/21/2014,15,4,21
7/22/2014,16,6,22
7/23/2014,16,5,20
7/24/2014,13,4,21
7/25/2014,15,2,
7/26/2014,17,4,
7/27/2014,13,4,
7/28/2014,14,5,
7/29/2014,15,5,
7/30/2014,14,4,
7/31/2014,9,3,
8/1/2014,12,3,
8/2/2014,16,5,
8/3/2014,14,6,
8/4/2014,12,6,
8/5/2014,13,5,18
8/6/2014,15,5,20
8/7/2014,14,6,
8/8/2014,14,4,16
8/9/2014,22,7,26
8/10/2014,14,6,16
8/11/2014,12,4,
8/12/2014,14,3,
8/13/2014,15,6,21
8/14/2014,16,4,20
8/15/2014,15,4,
8/16/2014,13,4,
8/17/2014,13,4,
8/18/2014,17,5,23
8/19/2014,17,8,21
8/20/2014,16,3,21
8/21/2014,12,3,
8/22/2014,17,3,25
8/23/2014,13,4,17
8/24/2014,14,3,16
8/25/2014,15,3,20
8/26/2014,14,3,18
8/27/2014,14,3,
8/28/2014,12,4,
8/29/2014,18,4,23
8/30/2014,15,4,16
8/31/2014,13,4,18
3/1/2014,21,12,25
3/2/2014,12,9,
3/3/2014,9,6,
3/4/2014,12,6,
3/5/2014,13,8,
3/6/2014,14,7,
3/7/2014,14,6,
3/8/2014,12,6,
3/9/2014,13,5,
3/10/2014,17,11,
3/11/2014,21,15,
3/12/2014,17,12,
3/13/2014,16,8,
3/14/2014,12,7,
3/15/2014,13,7,
3/16/2014,21,8,
3/17/2014,17,11,
3/18/2014,15,6,
3/19/2014,13,5,
3/20/2014,17,8,
3/21/2014,16,7,23
3/22/2014,14,8,
3/23/2014,12,6,
3/24/2014,15,7,
3/25/2014,15,8,
3/26/2014,17,8,
3/27/2014,12,8,
3/28/2014,14,10,
3/29/2014,16,10,
3/30/2014,16,8,
3/31/2014,18,12,25
4/1/2014,17,10,
4/2/2014,14,8,
4/3/2014,14,7,
4/4/2014,16,10,
4/5/2014,18,9,
4/6/2014,14,6,
4/7/2014,12,6,
4/8/2014,18,8,21
4/9/2014,14,9,
4/10/2014,14,8,
4/11/2014,14,7,
4/12/2014,17,9,
4/13/2014,18,8,
4/14/2014,12,7,
4/15/2014,17,8,21
4/16/2014,18,8,
4/17/2014,23,8,
4/18/2014,18,9,
4/19/2014,16,8,22
4/20/2014,15,7,
4/21/2014,18,9,
4/22/2014,21,16,25
4/23/2014,17,9,23
4/24/2014,17,11,26
4/25/2014,12,9,
4/26/2014,21,11,26
4/27/2014,18,11,23
4/28/2014,18,7,
4/29/2014,13,7,
4/30/2014,12,6,
5/1/2014,18,6,
5/2/2014,21,7,
5/3/2014,23,13,
5/4/2014,16,9,
5/5/2014,15,7,23
5/6/2014,17,9,26
5/7/2014,16,9,25
5/8/2014,12,8,
5/9/2014,18,12,25
5/10/2014,23,12,32
5/11/2014,20,12,28
5/12/2014,14,5,
5/13/2014,10,5,
5/14/2014,16,5,
5/15/2014,15,4,
5/16/2014,16,6,
5/17/2014,12,8,
5/18/2014,18,12,24
5/19/2014,15,10,21
5/20/2014,12,7,21
5/21/2014,17,9,21
5/22/2014,17,8,
5/23/2014,18,9,23
5/24/2014,18,9,23
5/25/2014,17,7,21
5/26/2014,16,8,
5/27/2014,20,7,22
5/28/2014,15,8,
5/29/2014,20,5,
5/30/2014,21,9,
5/31/2014,15,7,
6/1/2014,17,8,
6/2/2014,16,7,
6/3/2014,16,8,
6/4/2014,15,7,
6/5/2014,15,5,
6/6/2014,18,9,
6/7/2014,14,7,
6/8/2014,16,8,
6/9/2014,20,8,
6/10/2014,17,9,22
6/11/2014,16,8,
6/12/2014,17,11,
6/13/2014,18,7,
6/14/2014,17,7,24
6/15/2014,17,8,
6/16/2014,14,7,
6/17/2014,14,8,
6/18/2014,14,7,
6/19/2014,18,8,23
6/20/2014,18,7,
6/21/2014,14,6,
6/22/2014,17,9,
6/23/2014,18,7,
6/24/2014,14,9,23
6/25/2014,14,7,
6/26/2014,17,9,
6/27/2014,23,10,23
6/28/2014,14,8,23
6/29/2014,14,7,
6/30/2014,14,7,
7/1/2014,17,8,22
7/2/2014,17,9,25
7/3/2014,17,8,
7/4/2014,17,7,23
7/5/2014,16,8,
7/6/2014,14,8,
7/7/2014,12,7,
7/8/2014,17,8,
7/9/2014,16,9,
7/10/2014,16,7,
7/11/2014,18,8,
7/12/2014,17,11,23
7/13/2014,15,10,
7/14/2014,15,7,
7/15/2014,17,12,
7/16/2014,16,9,23
7/17/2014,17,8,
7/18/2014,17,9,23
7/19/2014,21,9,23
7/20/2014,23,11,
7/21/2014,18,9,
7/22/2014,16,9,
7/23/2014,17,9,23
7/24/2014,17,7,
7/25/2014,18,9,
7/26/2014,20,9,
7/27/2014,13,9,
7/28/2014,15,8,
7/29/2014,14,8,
7/30/2014,14,10,
7/31/2014,15,8,
8/1/2014,14,6,
8/2/2014,18,8,23
8/3/2014,18,10,
8/4/2014,18,9,
8/5/2014,21,9,24
8/6/2014,21,10,
8/7/2014,18,10,
8/8/2014,17,7,
8/9/2014,20,11,
8/10/2014,18,9,22
8/11/2014,18,9,
8/12/2014,18,10,
8/13/2014,17,10,24
8/14/2014,18,9,
8/15/2014,17,9,
8/16/2014,17,9,
8/17/2014,21,9,
8/18/2014,22,11,
8/19/2014,17,9,
8/20/2014,13,7,
8/21/2014,18,10,
8/22/2014,21,8,
8/23/2014,16,9,
8/24/2014,20,9,
8/25/2014,21,9,
8/26/2014,17,8,
8/27/2014,21,11,
8/28/2014,21,8,22
8/29/2014,20,9,
8/30/2014,23,6,23
8/31/2014,17,7,23
3/1/2014,25,10,33
3/2/2014,17,6,23
3/3/2014,20,5,29
3/4/2014,16,4,22
3/5/2014,14,5,20
3/6/2014,15,5,18
3/7/2014,16,5,18
3/8/2014,10,2,13
3/9/2014,12,3,14
3/10/2014,15,7,21
3/11/2014,22,10,29
3/12/2014,20,9,29
3/13/2014,17,3,
3/14/2014,14,4,17
3/15/2014,15,4,17
3/16/2014,21,5,29
3/17/2014,15,6,20
3/18/2014,14,4,17
3/19/2014,13,3,16
3/20/2014,17,6,18
3/21/2014,17,5,21
3/22/2014,14,5,17
3/23/2014,14,5,18
3/24/2014,17,5,21
3/25/2014,17,5,22
3/26/2014,15,6,20
3/27/2014,17,5,20
3/28/2014,14,5,17
3/29/2014,12,5,17
3/30/2014,16,6,22
3/31/2014,18,7,25
4/1/2014,20,8,24
4/2/2014,14,6,18
4/3/2014,17,4,21
4/4/2014,16,7,22
4/5/2014,21,6,24
4/6/2014,14,4,16
4/7/2014,12,3,15
4/8/2014,15,4,18
4/9/2014,14,5,17
4/10/2014,14,4,17
4/11/2014,15,6,17
4/12/2014,18,6,23
4/13/2014,21,5,24
4/14/2014,15,5,21
4/15/2014,20,6,22
4/16/2014,20,7,24
4/17/2014,24,7,28
4/18/2014,21,7,24
4/19/2014,23,6,25
4/20/2014,18,5,23
4/21/2014,21,6,25
4/22/2014,21,10,26
4/23/2014,22,8,25
4/24/2014,23,6,28
4/25/2014,16,7,23
4/26/2014,15,8,30
4/27/2014,21,9,25
4/28/2014,16,5,22
4/29/2014,13,3,16
4/30/2014,15,4,17
5/1/2014,16,4,23
5/2/2014,17,5,24
5/3/2014,25,8,30
5/4/2014,23,7,28
5/5/2014,20,8,26
5/6/2014,22,7,25
5/7/2014,21,6,26
5/8/2014,14,5,17
5/9/2014,18,9,30
5/10/2014,20,8,28
5/11/2014,18,7,24
5/12/2014,16,5,20
5/13/2014,15,4,20
5/14/2014,16,4,30
5/15/2014,21,6,24
5/16/2014,21,9,25
5/17/2014,22,8,25
5/18/2014,18,7,25
5/19/2014,17,7,24
5/20/2014,21,6,24
5/21/2014,23,7,26
5/22/2014,18,7,23
5/23/2014,21,7,24
5/24/2014,21,8,24
5/25/2014,22,6,24
5/26/2014,23,6,26
5/27/2014,22,7,28
5/28/2014,20,7,22
5/29/2014,22,7,24
5/30/2014,22,8,26
5/31/2014,15,5,17
6/1/2014,15,5,20
6/2/2014,17,7,22
6/3/2014,16,7,20
6/4/2014,15,5,18
6/5/2014,17,6,21
6/6/2014,16,7,21
6/7/2014,15,5,21
6/8/2014,17,5,22
6/9/2014,20,6,22
6/10/2014,17,7,22
6/11/2014,20,10,23
6/12/2014,22,8,25
6/13/2014,21,6,25
6/14/2014,25,7,28
6/15/2014,23,7,26
6/16/2014,21,7,26
6/17/2014,21,8,24
6/18/2014,22,7,24
6/19/2014,24,9,28
6/20/2014,21,6,25
6/21/2014,18,7,21
6/22/2014,21,7,24
6/23/2014,20,7,23
6/24/2014,22,8,26
6/25/2014,22,8,28
6/26/2014,22,9,25
6/27/2014,22,9,25
6/28/2014,23,8,26
6/29/2014,18,6,22
6/30/2014,17,5,21
7/1/2014,20,9,24
7/2/2014,24,9,29
7/3/2014,18,7,22
7/4/2014,18,7,22
7/5/2014,14,6,17
7/6/2014,14,6,18
7/7/2014,17,5,21
7/8/2014,18,8,22
7/9/2014,17,8,23
7/10/2014,18,9,22
7/11/2014,22,9,25
7/12/2014,20,8,23
7/13/2014,13,6,18
7/14/2014,14,5,18
7/15/2014,20,8,23
7/16/2014,25,9,29
7/17/2014,25,9,28
7/18/2014,21,9,24
7/19/2014,21,8,25
7/20/2014,22,10,26
7/21/2014,22,9,26
7/22/2014,20,7,24
7/23/2014,22,7,29
7/24/2014,21,7,23
7/25/2014,20,5,23
7/26/2014,17,6,21
7/27/2014,15,7,20
7/28/2014,16,5,21
7/29/2014,15,7,18
7/30/2014,17,6,21
7/31/2014,14,5,18
8/1/2014,15,6,21
8/2/2014,14,7,
8/3/2014,20,8,23
8/4/2014,17,7,22
8/5/2014,18,6,24
8/6/2014,20,6,23
8/7/2014,20,7,23
8/8/2014,17,6,20
8/9/2014,21,7,24
8/10/2014,17,6,21
8/11/2014,18,7,21
8/12/2014,22,7,25
8/13/2014,24,7,28
8/14/2014,18,6,23
8/15/2014,17,6,18
8/16/2014,15,6,20
8/17/2014,16,7,21
8/18/2014,22,7,25
8/19/2014,20,7,23
8/20/2014,17,6,21
8/21/2014,18,7,41
8/22/2014,24,8,28
8/23/2014,17,7,21
8/24/2014,20,8,24
8/25/2014,23,6,28
8/26/2014,17,6,22
8/27/2014,21,6,23
8/28/2014,17,5,21
8/29/2014,20,5,24
8/30/2014,23,7,26
8/31/2014,21,6,23
3/1/2014,29,14,38
3/2/2014,20,9,24
3/3/2014,22,8,28
3/4/2014,22,6,28
3/5/2014,16,8,21
3/6/2014,15,7,20
3/7/2014,15,6,23
3/8/2014,12,3,14
3/9/2014,15,4,20
3/10/2014,20,10,23
3/11/2014,25,11,38
3/12/2014,18,7,28
3/13/2014,14,4,
3/14/2014,15,5,18
3/15/2014,15,5,18
3/16/2014,20,5,24
3/17/2014,18,8,23
3/18/2014,20,6,24
3/19/2014,14,4,16
3/20/2014,18,6,22
3/21/2014,17,5,21
3/22/2014,15,6,17
3/23/2014,15,5,17
3/24/2014,15,6,18
3/25/2014,20,4,23
3/26/2014,18,7,24
3/27/2014,13,6,20
3/28/2014,15,7,18
3/29/2014,18,9,23
3/30/2014,17,7,22
3/31/2014,23,9,32
4/1/2014,23,10,32
4/2/2014,16,7,20
4/3/2014,16,7,21
4/4/2014,16,8,22
4/5/2014,21,8,23
4/6/2014,16,5,23
4/7/2014,15,4,18
4/8/2014,17,4,21
4/9/2014,13,5,18
4/10/2014,13,4,14
4/11/2014,14,6,17
4/12/2014,18,7,22
4/13/2014,18,6,22
4/14/2014,13,5,16
4/15/2014,17,6,20
4/16/2014,16,6,20
4/17/2014,21,6,25
4/18/2014,20,6,22
4/19/2014,20,7,26
4/20/2014,20,5,25
4/21/2014,24,6,29
4/22/2014,24,15,31
4/23/2014,21,8,26
4/24/2014,21,7,25
4/25/2014,21,7,26
4/26/2014,17,11,26
4/27/2014,22,9,28
4/28/2014,21,7,25
4/29/2014,15,4,20
4/30/2014,16,5,18
5/1/2014,22,6,26
5/2/2014,18,6,23
5/3/2014,22,10,29
5/4/2014,22,9,28
5/5/2014,22,11,30
5/6/2014,24,10,31
5/7/2014,21,7,26
5/8/2014,14,5,17
5/9/2014,23,13,28
5/10/2014,29,11,32
5/11/2014,25,9,30
5/12/2014,20,7,25
5/13/2014,18,5,25
5/14/2014,18,7,22
5/15/2014,22,7,26
5/16/2014,18,8,22
5/17/2014,20,8,23
5/18/2014,24,11,28
5/19/2014,22,9,39
5/20/2014,21,7,25
5/21/2014,20,7,24
5/22/2014,20,6,23
5/23/2014,18,6,22
5/24/2014,21,7,24
5/25/2014,18,7,22
5/26/2014,20,8,25
5/27/2014,22,8,26
5/28/2014,22,10,26
5/29/2014,18,7,23
5/30/2014,21,9,28
5/31/2014,14,6,18
6/1/2014,16,7,20
6/2/2014,21,10,24
6/3/2014,16,9,20
6/4/2014,16,6,20
6/5/2014,16,6,20
6/6/2014,15,8,20
6/7/2014,15,7,18
6/8/2014,20,5,23
6/9/2014,18,6,22
6/10/2014,16,8,22
6/11/2014,18,10,23
6/12/2014,21,9,24
6/13/2014,21,7,24
6/14/2014,22,6,28
6/15/2014,22,8,28
6/16/2014,21,7,24
6/17/2014,21,10,24
6/18/2014,22,7,26
6/19/2014,18,8,22
6/20/2014,23,7,28
6/21/2014,15,6,21
6/22/2014,21,6,26
6/23/2014,18,7,22
6/24/2014,21,7,26
6/25/2014,20,8,28
6/26/2014,22,10,25
6/27/2014,21,9,25
6/28/2014,21,9,28
6/29/2014,17,5,21
6/30/2014,17,6,20
7/1/2014,16,8,21
7/2/2014,22,8,25
7/3/2014,16,7,21
7/4/2014,17,7,21
7/5/2014,15,6,18
7/6/2014,13,6,17
7/7/2014,14,5,17
7/8/2014,15,7,21
7/9/2014,15,9,20
7/10/2014,17,9,24
7/11/2014,20,9,24
7/12/2014,18,8,22
7/13/2014,13,6,15
7/14/2014,16,5,24
7/15/2014,14,7,22
7/16/2014,21,8,25
7/17/2014,20,8,25
7/18/2014,16,9,21
7/19/2014,16,7,21
7/20/2014,18,8,24
7/21/2014,18,8,23
7/22/2014,20,8,24
7/23/2014,20,8,26
7/24/2014,18,7,23
7/25/2014,18,6,22
7/26/2014,17,7,21
7/27/2014,14,6,17
7/28/2014,15,5,18
7/29/2014,15,7,18
7/30/2014,15,7,18
7/31/2014,14,6,15
8/1/2014,16,6,20
8/2/2014,15,7,17
8/3/2014,16,7,21
8/4/2014,18,8,22
8/5/2014,21,6,26
8/6/2014,18,7,22
8/7/2014,16,6,20
8/8/2014,15,6,18
8/9/2014,16,8,20
8/10/2014,16,6,18
8/11/2014,14,6,18
8/12/2014,17,9,21
8/13/2014,20,8,24
8/14/2014,16,6,20
8/15/2014,14,7,17
8/16/2014,16,6,20
8/17/2014,15,6,20
8/18/2014,17,6,22
8/19/2014,15,7,20
8/20/2014,16,9,21
8/21/2014,16,8,21
8/22/2014,21,8,24
8/23/2014,16,8,22
8/24/2014,17,8,21
8/25/2014,20,8,23
8/26/2014,15,5,24
8/27/2014,16,6,20
8/28/2014,15,6,26
8/29/2014,21,5,24
8/30/2014,21,6,24
8/31/2014,20,6,22
9/1/2014,16,7,20
9/2/2014,21,8,
9/3/2014,21,8,24
9/4/2014,22,8,25
9/5/2014,18,8,32
9/6/2014,17,9,30
9/7/2014,18,10,28
9/8/2014,18,12,22
9/9/2014,17,7,21
9/10/2014,16,5,20
9/11/2014,20,7,22
9/12/2014,15,8,23
9/13/2014,22,8,33
9/14/2014,18,8,28
9/15/2014,18,9,49
9/16/2014,18,7,21
9/17/2014,21,9,29
9/18/2014,20,9,29
9/19/2014,23,7,31
9/20/2014,20,9,23
9/21/2014,22,11,28
9/22/2014,18,9,21
9/23/2014,18,8,23
9/24/2014,20,9,26
9/25/2014,21,6,24
9/26/2014,25,9,29
9/27/2014,18,9,24
9/28/2014,15,7,17
9/29/2014,20,8,28
9/30/2014,16,7,18
10/1/2014,15,4,31
10/2/2014,14,6,18
10/3/2014,15,5,20
10/4/2014,14,4,17
10/5/2014,15,5,35
10/6/2014,15,6,62
10/7/2014,18,7,21
10/8/2014,16,5,17
10/9/2014,17,9,20
10/10/2014,18,9,28
10/11/2014,13,6,15
10/12/2014,13,4,18
10/13/2014,17,6,33
10/14/2014,26,9,32
10/15/2014,21,8,28
10/16/2014,18,6,22
10/17/2014,12,4,17
10/18/2014,17,6,28
10/19/2014,20,7,22
10/20/2014,18,9,22
10/21/2014,20,7,36
10/22/2014,15,5,17
10/23/2014,14,4,15
10/24/2014,18,9,26
10/25/2014,25,13,30
10/26/2014,18,7,21
10/27/2014,12,4,14
10/28/2014,15,6,17
10/29/2014,15,4,17
10/30/2014,16,6,26
10/31/2014,18,8,24
11/1/2014,22,9,24
11/2/2014,21,4,24
11/3/2014,15,5,16
11/4/2014,12,4,14
11/5/2014,7,3,8
11/6/2014,13,4,15
11/7/2014,13,4,15
11/8/2014,8,2,20
11/9/2014,15,4,17
11/10/2014,16,5,18
11/11/2014,15,9,21
11/12/2014,10,4,16
11/13/2014,17,7,22
11/14/2014,16,6,20
11/15/2014,8,3,13
11/16/2014,15,5,28
11/17/2014,16,6,22
11/18/2014,13,5,20
11/19/2014,22,6,25
11/20/2014,15,4,21
11/21/2014,9,4,31
11/22/2014,20,10,23
11/23/2014,8,2,18
11/24/2014,7,2,21
11/25/2014,13,4,15
11/26/2014,10,3,37
11/27/2014,12,2,28
11/28/2014,13,6,17
11/29/2014,14,7,18
11/30/2014,16,4,31
12/1/2014,15,4,17
12/2/2014,21,9,25
12/3/2014,35,12,41
12/4/2014,14,5,20
12/5/2014,23,8,28
12/6/2014,16,6,20
12/7/2014,12,3,21
12/8/2014,9,4,12
12/9/2014,12,2,31
12/10/2014,32,10,39
12/11/2014,36,14,45
12/12/2014,9,3,10
12/13/2014,8,3,25
12/14/2014,14,6,16
12/15/2014,23,14,31
12/16/2014,21,11,24
12/17/2014,17,8,22
12/18/2014,13,6,15
12/19/2014,23,12,30
12/20/2014,13,4,16
12/21/2014,13,6,24
12/22/2014,8,3,24
12/23/2014,9,3,14
12/24/2014,28,11,33
12/25/2014,20,10,26
12/26/2014,17,7,23
12/27/2014,12,5,13
12/28/2014,10,4,14
12/29/2014,13,3,16
12/30/2014,41,17,53
12/31/2014,21,7,28
1/1/2015,23,8,28
1/2/2015,8,4,10
1/3/2015,12,2,14
1/4/2015,14,3,17
1/5/2015,8,3,9
1/6/2015,8,2,12
1/7/2015,8,2,9
1/8/2015,8,2,9
1/9/2015,9,4,12
1/10/2015,8,3,10
1/11/2015,8,3,25
1/12/2015,8,2,10
1/13/2015,16,3,21
1/14/2015,12,3,13
1/15/2015,13,4,16
1/16/2015,10,3,12
1/17/2015,12,5,15
1/18/2015,13,4,14
1/19/2015,14,5,16
1/20/2015,7,2,
1/21/2015,14,5,16
1/22/2015,14,6,18
1/23/2015,10,3,15
1/24/2015,22,7,26
1/25/2015,9,4,12
1/26/2015,9,3,14
1/27/2015,12,4,13
1/28/2015,9,3,12
1/29/2015,8,3,14
1/30/2015,16,5,17
1/31/2015,15,4,20
2/1/2015,12,3,14
2/2/2015,9,3,12
2/3/2015,13,3,15
2/4/2015,15,5,17
2/5/2015,28,6,35
2/6/2015,33,22,40
2/7/2015,28,6,35
2/8/2015,36,15,44
2/9/2015,22,8,26
2/10/2015,12,4,14
2/11/2015,8,3,10
2/12/2015,9,2,17
2/13/2015,10,3,13
2/14/2015,12,4,14
2/15/2015,9,3,13
2/16/2015,17,6,20
2/17/2015,10,6,13
2/18/2015,12,5,13
2/19/2015,14,5,17
2/20/2015,12,3,15
2/21/2015,17,5,21
2/22/2015,24,8,35
2/23/2015,24,7,31
2/24/2015,12,5,17
2/25/2015,17,5,20
2/26/2015,16,6,21
2/27/2015,38,19,45
2/28/2015,22,7,25
3/1/2015,17,7,21
3/2/2015,15,5,23
3/3/2015,16,5,18
3/4/2015,7,4,
3/5/2015,13,4,
3/6/2015,10,4,
3/7/2015,13,6,30
3/8/2015,18,7,21
3/9/2015,15,6,17
3/10/2015,25,5,29
3/11/2015,15,5,17
3/12/2015,14,5,15
3/13/2015,15,4,20
3/14/2015,13,5,15
3/15/2015,20,5,23
3/16/2015,13,5,14
3/17/2015,23,9,29
3/18/2015,17,6,21
3/19/2015,18,6,21
3/20/2015,18,6,22
3/21/2015,18,6,20
3/22/2015,18,9,29
3/23/2015,21,10,29
3/24/2015,21,7,23
3/25/2015,16,6,22
3/26/2015,14,5,15
3/27/2015,21,9,23
3/28/2015,24,6,26
3/29/2015,18,6,22
3/30/2015,21,8,23
3/31/2015,28,16,38
4/1/2015,24,9,26
4/2/2015,22,10,26
4/3/2015,18,8,21
4/4/2015,26,11,32
4/5/2015,21,11,24
4/6/2015,25,13,29
4/7/2015,30,15,40
4/8/2015,16,8,20
4/9/2015,17,6,20
4/10/2015,16,7,18
4/11/2015,20,7,23
4/12/2015,14,6,16
4/13/2015,29,15,36
4/14/2015,25,13,29
4/15/2015,22,8,25
4/16/2015,22,8,28
4/17/2015,20,7,23
4/18/2015,20,9,23
4/19/2015,20,9,23
4/20/2015,22,12,24
4/21/2015,21,14,25
4/22/2015,22,9,25
4/23/2015,22,10,24
4/24/2015,29,19,33
4/25/2015,26,15,31
4/26/2015,20,7,23
4/27/2015,22,9,25
4/28/2015,18,9,22
4/29/2015,20,8,23
4/30/2015,15,6,22
5/1/2015,20,9,23
5/2/2015,20,9,24
5/3/2015,20,11,23
5/4/2015,20,11,23
5/5/2015,18,11,25
5/6/2015,17,9,20
5/7/2015,17,6,20
5/8/2015,18,9,22
5/9/2015,21,11,23
5/10/2015,16,9,20
5/11/2015,28,14,31
5/12/2015,28,18,33
5/13/2015,21,12,24
5/14/2015,18,9,24
5/15/2015,26,13,32
5/16/2015,18,12,26
5/17/2015,22,13,24
5/18/2015,22,13,25
5/19/2015,21,12,23
5/20/2015,16,11,21
5/21/2015,18,10,21
5/22/2015,21,12,23
5/23/2015,20,11,23
5/24/2015,20,11,24
5/25/2015,20,12,24
5/26/2015,18,11,24
5/27/2015,21,12,24
5/28/2015,21,10,23
5/29/2015,18,10,22
5/30/2015,24,9,28
5/31/2015,24,11,28
6/1/2015,21,10,24
6/2/2015,20,11,25
6/3/2015,22,10,25
6/4/2015,17,9,26
6/5/2015,22,9,28
6/6/2015,22,9,28
6/7/2015,20,8,22
6/8/2015,20,8,23
6/9/2015,30,6,32
6/10/2015,15,6,17
6/11/2015,20,8,23
6/12/2015,20,9,23
6/13/2015,21,9,25
6/14/2015,21,12,24
6/15/2015,21,11,24
6/16/2015,20,12,
6/17/2015,23,9,25
6/18/2015,18,10,23
6/19/2015,18,9,21
6/20/2015,20,9,22
6/21/2015,22,12,25
6/22/2015,21,10,24
6/23/2015,21,9,24
6/24/2015,20,9,22
6/25/2015,18,7,21
6/26/2015,22,10,29
6/27/2015,17,9,20
6/28/2015,22,12,24
6/29/2015,16,10,21
6/30/2015,16,8,18
7/1/2015,24,9,30
7/2/2015,21,11,23
7/3/2015,21,11,23
7/4/2015,21,11,25
7/5/2015,22,11,26
7/6/2015,18,13,21
7/7/2015,21,13,26
7/8/2015,21,13,28
7/9/2015,17,10,20
7/10/2015,16,10,23
7/11/2015,21,12,26
7/12/2015,21,11,24
7/13/2015,24,12,28
7/14/2015,22,12,28
7/15/2015,18,10,24
7/16/2015,20,9,26
7/17/2015,21,10,24
7/18/2015,20,9,24
