date,max_temperature_f,max_dew_point_f,max_humidity
8/29/2013,74,61,93
8/30/2013,78,61,90
8/31/2013,71,57,93
9/1/2013,74,60,87
9/2/2013,75,61,93
9/3/2013,73,59,84
9/4/2013,74,59,90
9/5/2013,72,57,90
9/6/2013,85,57,86
9/7/2013,88,64,86
9/8/2013,74,58,86
9/9/2013,76,58,90
9/10/2013,74,59,93
9/11/2013,74,57,78
9/12/2013,71,58,84
9/13/2013,66,55,93
9/14/2013,66,55,87
9/15/2013,73,59,90
9/16/2013,71,58,90
9/17/2013,68,55,86
9/18/2013,78,55,78
9/19/2013,80,56,77
9/20/2013,73,59,87
9/21/2013,68,59,90
9/22/2013,70,55,93
9/23/2013,78,58,78
9/24/2013,71,54,78
9/25/2013,67,51,83
9/26/2013,71,46,72
9/27/2013,78,47,67
9/28/2013,78,55,84
9/29/2013,75,59,87
9/30/2013,73,60,87
10/1/2013,69,50,77
10/2/2013,69,49,77
10/3/2013,70,44,66
10/4/2013,76,51,53
10/5/2013,80,52,56
10/6/2013,83,52,66
10/7/2013,80,49,72
10/8/2013,72,50,77
10/9/2013,68,48,83
10/10/2013,70,52,77
10/11/2013,63,49,83
10/12/2013,64,50,89
10/13/2013,73,51,89
10/14/2013,77,50,71
10/15/2013,80,50,61
10/16/2013,80,54,63
10/17/2013,81,53,72
10/18/2013,68,52,83
10/19/2013,74,52,86
10/20/2013,64,52,93
10/21/2013,61,50,93
10/22/2013,64,51,100
10/23/2013,61,51,93
10/24/2013,60,48,83
10/25/2013,67,50,86
10/26/2013,70,53,89
10/27/2013,60,49,89
10/28/2013,61,48,83
10/29/2013,63,48,83
10/30/2013,65,50,83
10/31/2013,70,51,71
11/1/2013,74,53,77
11/2/2013,63,51,89
11/3/2013,63,45,77
11/4/2013,67,43,80
11/5/2013,71,45,66
11/6/2013,70,49,72
11/7/2013,71,51,80
11/8/2013,70,53,100
11/9/2013,66,53,80
11/10/2013,64,51,83
11/11/2013,62,51,83
11/12/2013,70,53,77
11/13/2013,68,55,93
11/14/2013,61,52,96
11/15/2013,65,46,83
11/16/2013,62,50,83
11/17/2013,63,49,89
11/18/2013,60,46,82
11/19/2013,61,55,93
11/20/2013,59,56,93
11/21/2013,62,49,93
11/22/2013,69,39,40
11/23/2013,65,45,71
11/24/2013,60,49,86
11/25/2013,61,46,86
11/26/2013,62,47,86
11/27/2013,62,49,86
11/28/2013,66,51,83
11/29/2013,62,51,77
11/30/2013,63,51,93
12/1/2013,67,50,86
12/2/2013,62,54,96
12/3/2013,56,54,93
12/4/2013,52,31,62
12/5/2013,51,31,64
12/6/2013,53,48,80
12/7/2013,52,48,89
12/8/2013,47,31,70
12/9/2013,52,31,70
12/10/2013,52,35,70
12/11/2013,57,36,85
12/12/2013,54,44,86
12/13/2013,53,45,89
12/14/2013,61,42,85
12/15/2013,60,44,76
12/16/2013,65,44,77
12/17/2013,59,46,77
12/18/2013,57,46,77
12/19/2013,59,43,77
12/20/2013,60,43,71
12/21/2013,60,47,86
12/22/2013,65,47,89
12/23/2013,60,45,80
12/24/2013,59,47,76
12/25/2013,63,44,76
12/26/2013,62,46,83
12/27/2013,57,45,76
12/28/2013,63,45,85
12/29/2013,68,37,71
12/30/2013,59,46,86
12/31/2013,59,45,93
1/1/2014,56,45,83
1/2/2014,62,45,80
1/3/2014,64,46,80
1/4/2014,66,46,93
1/5/2014,66,38,65
1/6/2014,60,45,71
1/7/2014,61,52,86
1/8/2014,59,51,86
1/9/2014,60,50,89
1/10/2014,60,48,89
1/11/2014,58,51,93
1/12/2014,60,47,93
1/13/2014,67,44,71
1/14/2014,72,42,71
1/15/2014,73,40,71
1/16/2014,73,44,71
1/17/2014,67,45,71
1/18/2014,67,47,77
1/19/2014,67,44,76
1/20/2014,66,48,76
1/21/2014,68,44,76
1/22/2014,65,47,77
1/23/2014,69,47,80
1/24/2014,64,47,80
1/25/2014,65,48,83
1/26/2014,66,48,83
1/27/2014,59,48,83
1/28/2014,65,57,90
1/29/2014,63,57,93
1/30/2014,58,51,93
1/31/2014,60,46,86
2/1/2014,59,43,82
2/2/2014,58,44,86
2/3/2014,56,43,82
2/4/2014,55,44,83
2/5/2014,55,46,86
2/6/2014,52,52,100
2/7/2014,56,54,100
2/8/2014,59,58,100
2/9/2014,59,58,100
2/10/2014,57,54,100
2/11/2014,56,51,100
2/12/2014,56,51,100
2/13/2014,67,57,100
2/14/2014,66,55,100
2/15/2014,62,55,93
2/16/2014,63,54,93
2/17/2014,61,49,86
2/18/2014,62,53,93
2/19/2014,62,54,93
2/20/2014,67,47,86
2/21/2014,69,51,86
2/22/2014,66,52,93
2/23/2014,63,52,93
2/24/2014,71,53,89
2/25/2014,62,53,89
2/26/2014,60,56,93
2/27/2014,62,52,89
2/28/2014,63,54,86
8/29/2013,80,63,94
8/30/2013,86,64,94
8/31/2013,77,59,88
9/1/2013,80,61,82
9/2/2013,77,64,88
9/3/2013,77,59,83
9/4/2013,75,57,82
9/5/2013,75,57,82
9/6/2013,89,59,88
9/7/2013,91,61,77
9/8/2013,78,61,88
9/9/2013,87,63,88
9/10/2013,77,63,88
9/11/2013,75,59,82
9/12/2013,75,61,88
9/13/2013,75,59,88
9/14/2013,66,57,94
9/15/2013,77,59,83
9/16/2013,77,61,94
9/17/2013,69,55,82
9/18/2013,82,55,77
9/19/2013,86,57,82
9/20/2013,75,59,88
9/21/2013,66,59,88
9/22/2013,71,55,94
9/23/2013,80,57,82
9/24/2013,71,55,82
9/25/2013,66,61,88
9/26/2013,73,46,72
9/27/2013,77,48,77
9/28/2013,80,64,82
9/29/2013,75,59,88
9/30/2013,73,61,88
10/1/2013,71,50,77
10/2/2013,71,55,77
10/3/2013,71,41,58
10/4/2013,77,48,51
10/5/2013,82,46,51
10/6/2013,82,55,68
10/7/2013,82,52,63
10/8/2013,73,54,82
10/9/2013,68,50,87
10/10/2013,68,50,77
10/11/2013,64,52,88
10/12/2013,66,54,94
10/13/2013,73,52,87
10/14/2013,77,46,82
10/15/2013,78,45,76
10/16/2013,80,54,72
10/17/2013,78,54,72
10/18/2013,71,55,82
10/19/2013,77,57,87
10/20/2013,68,54,94
10/21/2013,62,52,94
10/22/2013,66,55,100
10/23/2013,62,54,100
10/24/2013,59,50,88
10/25/2013,66,54,93
10/26/2013,71,55,94
10/27/2013,59,50,94
10/28/2013,60,50,82
10/29/2013,60,52,88
10/30/2013,66,48,93
10/31/2013,71,50,81
11/1/2013,71,52,82
11/2/2013,68,52,82
11/3/2013,62,46,87
11/4/2013,66,41,81
11/5/2013,69,46,71
11/6/2013,69,48,71
11/7/2013,68,50,82
11/8/2013,71,55,100
11/9/2013,68,54,93
11/10/2013,62,50,94
11/11/2013,62,54,88
11/12/2013,69,54,94
11/13/2013,73,55,94
11/14/2013,62,54,100
11/15/2013,64,46,82
11/16/2013,66,50,88
11/17/2013,59,48,93
11/18/2013,59,48,87
11/19/2013,59,55,94
11/20/2013,60,59,100
11/21/2013,62,50,94
11/22/2013,66,41,62
11/23/2013,64,46,87
11/24/2013,62,45,93
11/25/2013,60,48,93
11/26/2013,60,46,93
11/27/2013,62,46,87
11/28/2013,66,48,93
11/29/2013,64,48,87
11/30/2013,60,54,88
12/1/2013,68,50,87
12/2/2013,64,54,94
12/3/2013,57,54,94
12/4/2013,48,30,65
12/5/2013,50,45,93
12/6/2013,51,48,94
12/7/2013,50,46,87
12/8/2013,44,32,93
12/9/2013,50,27,70
12/10/2013,51,37,87
12/11/2013,55,36,87
12/12/2013,55,41,87
12/13/2013,55,45,87
12/14/2013,59,43,87
12/15/2013,59,43,87
12/16/2013,62,45,81
12/17/2013,57,48,82
12/18/2013,55,48,88
12/19/2013,57,45,82
12/20/2013,55,39,71
12/21/2013,62,48,87
12/22/2013,64,48,100
12/23/2013,60,46,87
12/24/2013,66,48,87
12/25/2013,64,45,87
12/26/2013,64,45,87
12/27/2013,57,48,87
12/28/2013,64,48,93
12/29/2013,64,34,70
12/30/2013,57,45,76
12/31/2013,57,48,100
1/1/2014,55,45,93
1/2/2014,60,46,87
1/3/2014,55,46,81
1/4/2014,62,48,100
1/5/2014,62,39,81
1/6/2014,57,46,87
1/7/2014,59,52,88
1/8/2014,57,52,100
1/9/2014,59,50,94
1/10/2014,59,50,94
1/11/2014,57,50,93
1/12/2014,59,46,100
1/13/2014,66,46,81
1/14/2014,69,45,81
1/15/2014,69,41,71
1/16/2014,69,41,71
1/17/2014,62,46,71
1/18/2014,62,46,87
1/19/2014,66,43,76
1/20/2014,64,48,81
1/21/2014,66,41,76
1/22/2014,64,46,82
1/23/2014,66,43,82
1/24/2014,60,46,87
1/25/2014,66,46,81
1/26/2014,68,50,88
1/27/2014,57,50,93
1/28/2014,66,57,94
1/29/2014,64,57,100
1/30/2014,59,50,88
1/31/2014,59,45,87
2/1/2014,57,41,87
2/2/2014,50,46,100
2/3/2014,53,45,100
2/4/2014,53,43,93
2/5/2014,55,46,93
2/6/2014,53,50,100
2/7/2014,57,50,100
2/8/2014,60,57,100
2/9/2014,60,57,100
2/10/2014,59,55,100
2/11/2014,57,50,100
2/12/2014,57,50,100
2/13/2014,68,57,100
2/14/2014,62,55,100
2/15/2014,60,54,100
2/16/2014,62,55,100
2/17/2014,59,48,87
2/18/2014,64,50,93
2/19/2014,62,54,94
2/20/2014,66,45,87
2/21/2014,69,48,82
2/22/2014,68,50,93
2/23/2014,66,52,93
2/24/2014,71,50,93
2/25/2014,62,50,94
2/26/2014,59,55,94
2/27/2014,64,54,82
2/28/2014,62,54,94
8/29/2013,78,62,87
8/30/2013,84,63,93
8/31/2013,76,61,87
9/1/2013,80,62,84
9/2/2013,76,63,87
9/3/2013,79,58,84
9/4/2013,79,59,84
9/5/2013,80,57,84
9/6/2013,88,57,84
9/7/2013,94,60,81
9/8/2013,83,60,84
9/9/2013,83,62,87
9/10/2013,78,63,90
9/11/2013,75,58,78
9/12/2013,73,60,84
9/13/2013,71,59,84
9/14/2013,71,57,84
9/15/2013,77,61,87
9/16/2013,80,59,90
9/17/2013,75,54,80
9/18/2013,82,56,83
9/19/2013,83,57,83
9/20/2013,77,59,86
9/21/2013,70,61,90
9/22/2013,73,55,93
9/23/2013,81,60,83
9/24/2013,76,57,84
9/25/2013,70,49,72
9/26/2013,76,45,66
9/27/2013,79,49,71
9/28/2013,81,55,78
9/29/2013,76,61,87
9/30/2013,76,62,93
10/1/2013,72,53,72
10/2/2013,74,52,83
10/3/2013,74,44,64
10/4/2013,82,35,36
10/5/2013,85,38,54
10/6/2013,82,47,59
10/7/2013,81,52,69
10/8/2013,74,54,77
10/9/2013,69,47,77
10/10/2013,71,51,83
10/11/2013,66,51,86
10/12/2013,69,52,96
10/13/2013,74,49,86
10/14/2013,79,45,74
10/15/2013,81,43,63
10/16/2013,81,51,59
10/17/2013,81,51,63
10/18/2013,75,53,77
10/19/2013,77,54,89
10/20/2013,70,53,93
10/21/2013,67,52,93
10/22/2013,67,54,93
10/23/2013,64,52,93
10/24/2013,60,50,89
10/25/2013,67,51,86
10/26/2013,73,52,93
10/27/2013,64,50,89
10/28/2013,64,48,77
10/29/2013,63,48,80
10/30/2013,67,48,92
10/31/2013,73,49,86
11/1/2013,76,48,80
11/2/2013,67,52,80
11/3/2013,65,45,86
11/4/2013,68,41,76
11/5/2013,74,46,60
11/6/2013,72,43,66
11/7/2013,72,52,86
11/8/2013,69,52,93
11/9/2013,70,51,93
11/10/2013,64,51,93
11/11/2013,65,52,89
11/12/2013,70,52,80
11/13/2013,74,54,100
11/14/2013,61,53,100
11/15/2013,66,48,86
11/16/2013,63,47,83
11/17/2013,62,47,93
11/18/2013,60,47,92
11/19/2013,64,56,93
11/20/2013,65,57,93
11/21/2013,63,50,96
11/22/2013,70,34,50
11/23/2013,65,41,71
11/24/2013,64,43,83
11/25/2013,65,46,86
11/26/2013,62,47,86
11/27/2013,63,47,89
11/28/2013,68,47,86
11/29/2013,68,47,86
11/30/2013,67,49,83
12/1/2013,67,47,92
12/2/2013,63,52,89
12/3/2013,56,50,83
12/4/2013,52,31,64
12/5/2013,51,25,70
12/6/2013,56,47,77
12/7/2013,51,46,86
12/8/2013,46,31,82
12/9/2013,51,25,64
12/10/2013,53,30,76
12/11/2013,56,32,76
12/12/2013,59,37,82
12/13/2013,60,42,85
12/14/2013,61,40,85
12/15/2013,61,38,85
12/16/2013,67,39,85
12/17/2013,61,41,79
12/18/2013,58,46,86
12/19/2013,59,43,92
12/20/2013,61,28,54
12/21/2013,60,47,93
12/22/2013,68,45,100
12/23/2013,62,43,85
12/24/2013,71,42,86
12/25/2013,65,42,85
12/26/2013,68,43,85
12/27/2013,59,42,85
12/28/2013,67,42,92
12/29/2013,68,32,62
12/30/2013,63,36,70
12/31/2013,59,43,100
1/1/2014,59,42,85
1/2/2014,66,40,79
1/3/2014,62,40,71
1/4/2014,67,46,92
1/5/2014,66,35,65
1/6/2014,61,40,73
1/7/2014,62,43,80
1/8/2014,58,52,96
1/9/2014,61,52,93
1/10/2014,64,49,89
1/11/2014,59,49,93
1/12/2014,60,45,93
1/13/2014,68,36,65
1/14/2014,74,35,65
1/15/2014,72,35,65
1/16/2014,73,37,62
1/17/2014,68,42,65
1/18/2014,71,38,70
1/19/2014,67,38,70
1/20/2014,71,38,76
1/21/2014,68,41,67
1/22/2014,74,47,86
1/23/2014,68,41,83
1/24/2014,66,42,76
1/25/2014,72,42,76
1/26/2014,70,48,89
1/27/2014,62,49,100
1/28/2014,66,57,90
1/29/2014,68,58,100
1/30/2014,62,50,83
1/31/2014,61,46,82
2/1/2014,60,39,79
2/2/2014,55,43,86
2/3/2014,57,42,86
2/4/2014,55,39,85
2/5/2014,57,43,85
2/6/2014,56,49,93
2/7/2014,56,50,86
2/8/2014,65,54,86
2/9/2014,67,54,78
2/10/2014,61,55,93
2/11/2014,60,52,100
2/12/2014,61,50,93
2/13/2014,70,56,100
2/14/2014,64,56,100
2/15/2014,64,52,93
2/16/2014,64,54,89
2/17/2014,62,46,82
2/18/2014,65,49,89
2/19/2014,65,52,93
2/20/2014,69,45,80
2/21/2014,73,47,76
2/22/2014,71,49,86
2/23/2014,68,49,93
2/24/2014,74,50,86
2/25/2014,64,49,86
2/26/2014,62,56,93
2/27/2014,66,51,83
2/28/2014,64,54,93
8/29/2013,80,65,83
8/30/2013,87,66,84
8/31/2013,78,62,83
9/1/2013,81,62,80
9/2/2013,80,64,80
9/3/2013,81,60,82
9/4/2013,82,61,81
9/5/2013,81,59,81
9/6/2013,90,62,80
9/7/2013,95,64,71
9/8/2013,85,64,81
9/9/2013,85,64,81
9/10/2013,81,62,82
9/11/2013,77,60,81
9/12/2013,75,61,78
9/13/2013,73,60,79
9/14/2013,73,60,82
9/15/2013,79,61,80
9/16/2013,81,62,83
9/17/2013,76,56,81
9/18/2013,84,58,81
9/19/2013,86,60,81
9/20/2013,78,60,81
9/21/2013,70,59,81
9/22/2013,74,56,87
9/23/2013,82,59,83
9/24/2013,77,54,80
9/25/2013,72,48,73
9/26/2013,76,45,76
9/27/2013,80,48,77
9/28/2013,81,54,71
9/29/2013,77,60,82
9/30/2013,76,61,83
10/1/2013,73,54,78
10/2/2013,75,55,82
10/3/2013,74,46,74
10/4/2013,81,42,50
10/5/2013,85,43,66
10/6/2013,84,52,65
10/7/2013,82,52,64
10/8/2013,75,54,75
10/9/2013,70,48,77
10/10/2013,72,51,75
10/11/2013,67,53,82
10/12/2013,68,54,84
10/13/2013,74,50,84
10/14/2013,79,47,79
10/15/2013,80,44,74
10/16/2013,82,46,69
10/17/2013,81,49,69
10/18/2013,77,55,81
10/19/2013,78,57,85
10/20/2013,71,56,84
10/21/2013,68,54,81
10/22/2013,69,56,84
10/23/2013,65,54,84
10/24/2013,62,50,82
10/25/2013,68,53,86
10/26/2013,75,57,87
10/27/2013,65,51,83
10/28/2013,66,47,74
10/29/2013,63,49,77
10/30/2013,67,50,84
10/31/2013,72,50,81
11/1/2013,75,49,82
11/2/2013,68,54,84
11/3/2013,64,44,83
11/4/2013,66,42,80
11/5/2013,73,43,71
11/6/2013,72,45,72
11/7/2013,72,49,75
11/8/2013,69,54,85
11/9/2013,70,52,85
11/10/2013,64,51,84
11/11/2013,66,52,81
11/12/2013,71,53,78
11/13/2013,74,56,83
11/14/2013,63,53,84
11/15/2013,66,47,84
11/16/2013,64,48,82
11/17/2013,62,48,85
11/18/2013,60,48,84
11/19/2013,65,53,85
11/20/2013,64,57,88
11/21/2013,61,49,86
11/22/2013,67,35,68
11/23/2013,64,40,73
11/24/2013,64,46,80
11/25/2013,64,46,83
11/26/2013,63,49,83
11/27/2013,64,48,83
11/28/2013,67,48,82
11/29/2013,67,48,82
11/30/2013,64,51,83
12/1/2013,65,50,84
12/2/2013,62,51,87
12/3/2013,56,48,82
12/4/2013,52,30,74
12/5/2013,51,26,72
12/6/2013,57,44,80
12/7/2013,50,44,80
12/8/2013,46,29,76
12/9/2013,50,26,65
12/10/2013,52,32,74
12/11/2013,55,35,76
12/12/2013,57,36,76
12/13/2013,58,42,77
12/14/2013,60,40,80
12/15/2013,59,41,79
12/16/2013,63,42,79
12/17/2013,63,42,78
12/18/2013,59,46,77
12/19/2013,58,40,80
12/20/2013,60,28,67
12/21/2013,60,47,76
12/22/2013,65,45,85
12/23/2013,62,44,79
12/24/2013,68,46,80
12/25/2013,63,44,80
12/26/2013,66,45,80
12/27/2013,59,44,79
12/28/2013,64,41,83
12/29/2013,66,34,67
12/30/2013,63,39,72
12/31/2013,58,43,81
1/1/2014,59,44,80
1/2/2014,64,43,81
1/3/2014,62,43,76
1/4/2014,64,46,84
1/5/2014,64,39,68
1/6/2014,60,42,74
1/7/2014,61,46,76
1/8/2014,59,49,84
1/9/2014,60,50,86
1/10/2014,63,50,86
1/11/2014,59,50,86
1/12/2014,59,45,84
1/13/2014,67,43,76
1/14/2014,71,38,71
1/15/2014,70,41,69
1/16/2014,70,42,70
1/17/2014,68,44,74
1/18/2014,69,43,73
1/19/2014,68,43,72
1/20/2014,69,40,77
1/21/2014,68,42,74
1/22/2014,71,44,70
1/23/2014,66,39,78
1/24/2014,64,44,75
1/25/2014,72,45,76
1/26/2014,70,45,75
1/27/2014,62,48,83
1/28/2014,66,56,82
1/29/2014,68,58,86
1/30/2014,64,49,82
1/31/2014,61,45,82
2/1/2014,60,39,78
2/2/2014,54,43,79
2/3/2014,57,43,80
2/4/2014,56,41,79
2/5/2014,58,42,80
2/6/2014,56,47,84
2/7/2014,55,49,84
2/8/2014,65,56,85
2/9/2014,67,55,80
2/10/2014,61,53,85
2/11/2014,62,50,86
2/12/2014,63,50,82
2/13/2014,70,58,86
2/14/2014,64,55,88
2/15/2014,62,53,86
2/16/2014,64,51,83
2/17/2014,62,45,82
2/18/2014,66,49,84
2/19/2014,67,48,83
2/20/2014,69,45,80
2/21/2014,73,47,80
2/22/2014,71,50,81
2/23/2014,70,52,80
2/24/2014,75,51,85
2/25/2014,66,51,80
2/26/2014,62,53,86
2/27/2014,69,52,84
2/28/2014,62,52,85
8/29/2013,81,62,87
8/30/2013,88,63,93
8/31/2013,80,59,90
9/1/2013,81,61,84
9/2/2013,79,62,81
9/3/2013,80,60,84
9/4/2013,79,58,84
9/5/2013,78,56,80
9/6/2013,89,56,78
9/7/2013,95,61,73
9/8/2013,88,61,90
9/9/2013,88,60,90
9/10/2013,82,60,87
9/11/2013,77,58,84
9/12/2013,76,59,84
9/13/2013,74,58,87
9/14/2013,72,56,87
9/15/2013,78,59,90
9/16/2013,79,59,90
9/17/2013,75,54,80
9/18/2013,83,53,83
9/19/2013,87,50,77
9/20/2013,76,58,80
9/21/2013,70,61,100
9/22/2013,72,55,93
9/23/2013,80,61,86
9/24/2013,75,58,93
9/25/2013,70,50,77
9/26/2013,74,50,77
9/27/2013,78,45,80
9/28/2013,82,57,90
9/29/2013,77,61,93
9/30/2013,77,61,100
10/1/2013,72,53,78
10/2/2013,76,53,83
10/3/2013,73,47,72
10/4/2013,82,33,37
10/5/2013,85,37,50
10/6/2013,83,40,50
10/7/2013,81,47,62
10/8/2013,75,49,83
10/9/2013,68,48,89
10/10/2013,74,51,86
10/11/2013,67,51,93
10/12/2013,71,50,96
10/13/2013,73,47,93
10/14/2013,78,45,77
10/15/2013,79,44,66
10/16/2013,82,42,59
10/17/2013,80,45,61
10/18/2013,78,53,86
10/19/2013,78,54,83
10/20/2013,74,54,100
10/21/2013,70,55,100
10/22/2013,72,55,100
10/23/2013,67,53,100
10/24/2013,60,52,100
10/25/2013,69,53,93
10/26/2013,75,52,93
10/27/2013,63,52,100
10/28/2013,64,47,77
10/29/2013,63,49,89
10/30/2013,67,48,92
10/31/2013,72,46,93
11/1/2013,77,49,80
11/2/2013,69,52,83
11/3/2013,64,47,93
11/4/2013,67,40,83
11/5/2013,72,40,76
11/6/2013,74,39,65
11/7/2013,74,52,80
11/8/2013,70,51,100
11/9/2013,77,51,93
11/10/2013,65,51,100
11/11/2013,66,53,96
11/12/2013,71,54,86
11/13/2013,74,54,93
11/14/2013,64,54,100
11/15/2013,65,47,93
11/16/2013,63,50,92
11/17/2013,63,48,93
11/18/2013,61,47,92
11/19/2013,65,56,100
11/20/2013,63,57,100
11/21/2013,62,52,100
11/22/2013,69,32,50
11/23/2013,66,44,74
11/24/2013,65,41,89
11/25/2013,65,44,89
11/26/2013,63,44,89
11/27/2013,65,45,92
11/28/2013,68,46,86
11/29/2013,71,45,86
11/30/2013,65,44,89
12/1/2013,67,45,89
12/2/2013,64,52,93
12/3/2013,55,54,100
12/4/2013,52,31,82
12/5/2013,52,25,78
12/6/2013,54,45,86
12/7/2013,49,47,93
12/8/2013,47,30,82
12/9/2013,51,23,75
12/10/2013,53,29,78
12/11/2013,57,31,75
12/12/2013,59,34,82
12/13/2013,59,42,89
12/14/2013,62,36,89
12/15/2013,62,37,92
12/16/2013,67,37,85
12/17/2013,65,40,73
12/18/2013,62,46,93
12/19/2013,58,42,96
12/20/2013,60,25,64
12/21/2013,60,47,86
12/22/2013,67,42,96
12/23/2013,63,40,85
12/24/2013,70,39,86
12/25/2013,67,39,85
12/26/2013,69,40,85
12/27/2013,60,40,89
12/28/2013,66,39,92
12/29/2013,67,31,76
12/30/2013,66,35,75
12/31/2013,59,43,100
1/1/2014,62,36,89
1/2/2014,65,38,82
1/3/2014,64,37,76
1/4/2014,66,44,82
1/5/2014,66,33,70
1/6/2014,62,37,70
1/7/2014,63,44,80
1/8/2014,58,50,96
1/9/2014,59,52,96
1/10/2014,62,48,86
1/11/2014,59,50,93
1/12/2014,60,46,100
1/13/2014,68,35,70
1/14/2014,76,34,76
1/15/2014,71,34,53
1/16/2014,73,34,62
1/17/2014,69,38,60
1/18/2014,70,34,70
1/19/2014,69,36,64
1/20/2014,69,33,65
1/21/2014,68,37,70
1/22/2014,72,46,86
1/23/2014,67,37,80
1/24/2014,65,42,76
1/25/2014,71,42,76
1/26/2014,71,48,93
1/27/2014,64,50,100
1/28/2014,67,59,93
1/29/2014,68,59,100
1/30/2014,60,50,96
1/31/2014,60,45,86
2/1/2014,60,41,82
2/2/2014,54,46,100
2/3/2014,56,42,89
2/4/2014,56,38,85
2/5/2014,57,43,85
2/6/2014,54,51,100
2/7/2014,55,54,100
2/8/2014,61,54,86
2/9/2014,63,55,93
2/10/2014,62,54,100
2/11/2014,62,52,100
2/12/2014,63,50,93
2/13/2014,69,55,100
2/14/2014,63,56,100
2/15/2014,63,52,93
2/16/2014,63,54,100
2/17/2014,61,46,86
2/18/2014,64,49,89
2/19/2014,63,52,100
2/20/2014,67,44,89
2/21/2014,72,48,83
2/22/2014,71,49,93
2/23/2014,68,50,93
2/24/2014,73,48,89
2/25/2014,66,48,100
2/26/2014,61,57,100
2/27/2014,65,54,83
2/28/2014,62,56,100
3/1/2014,69,54,78
3/2/2014,61,55,83
3/3/2014,61,52,89
3/4/2014,66,54,86
3/5/2014,66,58,93
3/6/2014,65,57,93
3/7/2014,66,50,89
3/8/2014,72,51,93
3/9/2014,71,54,80
3/10/2014,68,55,86
3/11/2014,74,40,61
3/12/2014,78,34,36
3/13/2014,73,49,80
3/14/2014,67,52,83
3/15/2014,77,52,93
3/16/2014,72,52,89
3/17/2014,69,49,77
3/18/2014,70,45,86
3/19/2014,73,48,77
3/20/2014,70,51,77
3/21/2014,63,47,86
3/22/2014,65,47,83
3/23/2014,65,48,83
3/24/2014,72,50,86
3/25/2014,63,55,87
3/26/2014,62,51,89
3/27/2014,65,48,77
3/28/2014,69,52,77
3/29/2014,60,55,93
3/30/2014,61,46,77
3/31/2014,57,47,86
4/1/2014,58,47,82
4/2/2014,61,45,89
4/3/2014,62,46,86
4/4/2014,61,49,86
4/5/2014,65,49,86
4/6/2014,72,54,93
4/7/2014,79,56,86
4/8/2014,78,56,93
4/9/2014,66,52,93
4/10/2014,74,54,89
4/11/2014,63,50,89
4/12/2014,64,48,77
4/13/2014,69,51,83
4/14/2014,68,52,89
4/15/2014,66,49,83
4/16/2014,73,50,83
4/17/2014,64,51,89
4/18/2014,64,51,83
4/19/2014,65,52,86
4/20/2014,76,52,86
4/21/2014,67,50,83
4/22/2014,65,50,83
4/23/2014,67,49,72
4/24/2014,66,54,86
4/25/2014,58,55,86
4/26/2014,63,44,86
4/27/2014,64,49,66
4/28/2014,71,49,93
4/29/2014,83,56,80
4/30/2014,89,56,80
5/1/2014,85,54,72
5/2/2014,72,56,93
5/3/2014,67,52,86
5/4/2014,68,51,80
5/5/2014,67,51,80
5/6/2014,69,49,72
5/7/2014,64,48,83
5/8/2014,65,56,84
5/9/2014,69,54,86
5/10/2014,70,46,72
5/11/2014,77,48,67
5/12/2014,82,52,77
5/13/2014,91,51,67
5/14/2014,90,53,67
5/15/2014,83,50,69
5/16/2014,70,52,83
5/17/2014,67,52,86
5/18/2014,70,54,80
5/19/2014,68,51,77
5/20/2014,70,52,80
5/21/2014,70,52,83
5/22/2014,69,52,89
5/23/2014,68,52,86
5/24/2014,67,52,86
5/25/2014,73,52,77
5/26/2014,73,54,89
5/27/2014,68,49,83
5/28/2014,74,50,83
5/29/2014,77,53,83
5/30/2014,64,49,83
5/31/2014,69,52,89
6/1/2014,72,52,93
6/2/2014,67,51,89
6/3/2014,67,50,83
6/4/2014,70,52,89
6/5/2014,67,52,89
6/6/2014,68,52,89
6/7/2014,70,53,86
6/8/2014,86,56,89
6/9/2014,78,56,80
6/10/2014,68,55,86
6/11/2014,70,55,78
6/12/2014,66,52,80
6/13/2014,72,53,83
6/14/2014,80,54,89
6/15/2014,68,52,80
6/16/2014,65,50,83
6/17/2014,73,50,77
6/18/2014,82,52,77
6/19/2014,70,52,86
6/20/2014,74,54,86
6/21/2014,65,50,83
6/22/2014,66,50,77
6/23/2014,70,52,83
6/24/2014,70,55,83
6/25/2014,68,58,90
6/26/2014,70,57,90
6/27/2014,71,59,86
6/28/2014,72,55,87
6/29/2014,80,55,87
6/30/2014,82,57,84
7/1/2014,72,55,93
7/2/2014,70,55,86
7/3/2014,69,54,86
7/4/2014,67,54,93
7/5/2014,72,54,93
7/6/2014,70,53,93
7/7/2014,70,55,93
7/8/2014,68,55,93
7/9/2014,71,56,93
7/10/2014,73,56,84
7/11/2014,72,56,84
7/12/2014,70,55,80
7/13/2014,71,56,86
7/14/2014,76,58,87
7/15/2014,77,61,90
7/16/2014,74,59,90
7/17/2014,73,57,78
7/18/2014,71,57,84
7/19/2014,72,58,84
7/20/2014,73,59,84
7/21/2014,74,60,78
7/22/2014,76,58,78
7/23/2014,76,60,78
7/24/2014,83,59,84
7/25/2014,90,59,84
7/26/2014,77,58,78
7/27/2014,78,58,84
7/28/2014,72,57,84
7/29/2014,76,58,84
7/30/2014,73,57,84
7/31/2014,71,57,87
8/1/2014,72,59,90
8/2/2014,68,56,84
