date,max_temperature_f,max_dew_point_f,max_humidity
4/25/2015,64,54,93
4/26/2015,72,50,80
4/27/2015,85,57,86
4/28/2015,75,53,93
4/29/2015,84,53,77
4/30/2015,99,51,72
5/1/2015,,,
5/2/2015,,,
5/3/2015,,,
5/4/2015,64,48,71
5/5/2015,68,48,80
5/6/2015,70,51,86
5/7/2015,62,48,86
5/8/2015,71,52,83
5/9/2015,66,52,83
5/10/2015,66,51,83
5/11/2015,64,48,83
5/12/2015,65,42,71
5/13/2015,67,47,72
5/14/2015,67,53,86
5/15/2015,67,50,93
5/16/2015,66,48,83
5/17/2015,65,49,72
5/18/2015,63,49,83
5/19/2015,66,52,89
5/20/2015,66,49,77
5/21/2015,67,53,80
5/22/2015,68,54,86
5/23/2015,66,50,77
5/24/2015,68,53,83
5/25/2015,66,53,83
5/26/2015,68,53,83
5/27/2015,69,53,86
5/28/2015,66,54,93
5/29/2015,65,54,93
5/30/2015,69,56,86
5/31/2015,68,54,86
6/1/2015,75,55,78
6/2/2015,70,56,86
6/3/2015,71,51,80
6/4/2015,75,56,86
6/5/2015,74,57,89
6/6/2015,74,58,90
6/7/2015,79,60,90
6/8/2015,91,63,84
6/9/2015,81,61,90
6/10/2015,72,66,87
6/11/2015,78,63,100
6/12/2015,81,61,90
6/13/2015,80,61,90
6/14/2015,72,56,87
6/15/2015,68,55,86
6/16/2015,72,55,86
6/17/2015,76,57,93
6/18/2015,73,55,86
6/19/2015,75,55,89
6/20/2015,75,58,86
6/21/2015,70,57,93
6/22/2015,68,55,86
6/23/2015,75,56,83
6/24/2015,77,57,86
6/25/2015,87,59,78
6/26/2015,81,60,84
6/27/2015,79,60,87
6/28/2015,74,59,84
6/29/2015,77,59,84
6/30/2015,89,60,90
7/1/2015,82,63,90
7/2/2015,78,61,87
7/3/2015,78,62,93
7/4/2015,76,62,90
7/5/2015,78,61,90
7/6/2015,77,59,84
7/7/2015,78,60,84
7/8/2015,74,57,84
7/9/2015,71,58,78
7/10/2015,73,57,84
7/11/2015,77,57,80
7/12/2015,76,57,73
7/13/2015,78,61,84
7/14/2015,74,57,84
7/15/2015,81,62,84
7/16/2015,81,61,87
7/17/2015,79,61,90
7/18/2015,79,59,84
7/19/2015,89,64,78
7/20/2015,86,65,81
7/21/2015,75,60,84
7/22/2015,74,57,90
7/23/2015,74,56,80
7/24/2015,75,57,77
7/25/2015,72,59,87
7/26/2015,79,59,87
7/27/2015,85,61,78
7/28/2015,92,60,78
7/29/2015,85,63,87
7/30/2015,78,64,87
7/31/2015,76,62,87
8/1/2015,77,62,84
8/2/2015,75,61,87
8/3/2015,77,56,78
8/4/2015,76,56,75
8/5/2015,78,62,87
8/6/2015,77,61,90
8/7/2015,79,59,84
8/8/2015,76,59,84
8/9/2015,77,62,80
8/10/2015,79,61,90
8/11/2015,77,59,84
8/12/2015,81,61,81
8/13/2015,79,61,90
8/14/2015,78,60,84
8/15/2015,95,63,86
8/16/2015,97,63,78
8/17/2015,85,64,87
8/18/2015,78,61,90
8/19/2015,75,61,78
8/20/2015,72,58,78
8/21/2015,75,59,84
8/22/2015,77,60,84
8/23/2015,75,59,84
8/24/2015,75,59,84
8/25/2015,76,60,84
8/26/2015,83,60,90
8/27/2015,89,59,78
8/28/2015,91,65,87
8/29/2015,81,65,87
8/30/2015,79,60,78
8/31/2015,82,62,84
9/1/2014,86,60,86
9/2/2014,77,60,93
9/3/2014,79,59,90
9/4/2014,80,58,87
9/5/2014,76,58,93
9/6/2014,76,57,84
9/7/2014,74,56,86
9/8/2014,70,54,86
9/9/2014,75,58,90
9/10/2014,88,60,100
9/11/2014,89,60,90
9/12/2014,85,61,93
9/13/2014,82,59,97
9/14/2014,79,59,90
9/15/2014,77,59,90
9/16/2014,81,59,90
9/17/2014,83,60,90
9/18/2014,80,64,93
9/19/2014,77,63,93
9/20/2014,77,63,93
9/21/2014,74,59,84
9/22/2014,79,58,84
9/23/2014,78,63,90
9/24/2014,80,63,87
9/25/2014,73,63,100
9/26/2014,73,56,93
9/27/2014,74,56,80
9/28/2014,75,58,90
9/29/2014,72,58,90
9/30/2014,76,56,93
10/1/2014,85,56,93
10/2/2014,90,48,66
10/3/2014,91,52,57
10/4/2014,92,49,56
10/5/2014,90,53,58
10/6/2014,88,59,90
10/7/2014,81,59,93
10/8/2014,85,57,93
10/9/2014,75,58,93
10/10/2014,71,56,93
10/11/2014,77,57,93
10/12/2014,87,57,93
10/13/2014,87,58,84
10/14/2014,72,56,93
10/15/2014,73,56,84
10/16/2014,71,53,86
10/17/2014,75,52,83
10/18/2014,78,58,84
10/19/2014,75,59,100
10/20/2014,68,58,90
10/21/2014,70,50,93
10/22/2014,72,57,86
10/23/2014,74,58,86
10/24/2014,78,57,96
10/25/2014,71,58,100
10/26/2014,68,53,93
10/27/2014,70,51,93
10/28/2014,73,56,93
10/29/2014,78,52,86
10/30/2014,81,54,78
10/31/2014,63,57,100
11/1/2014,63,52,100
11/2/2014,65,48,93
11/3/2014,69,52,92
11/4/2014,69,51,93
11/5/2014,77,49,83
11/6/2014,74,55,86
11/7/2014,69,57,100
11/8/2014,74,55,96
11/9/2014,75,56,93
11/10/2014,73,55,100
11/11/2014,65,52,86
11/12/2014,67,47,77
11/13/2014,66,58,93
11/14/2014,66,52,96
11/15/2014,65,52,93
11/16/2014,64,45,93
11/17/2014,66,38,70
11/18/2014,66,44,71
11/19/2014,66,56,100
11/20/2014,59,58,100
11/21/2014,63,52,100
11/22/2014,64,61,93
11/23/2014,65,48,93
11/24/2014,66,43,92
11/25/2014,67,45,76
11/26/2014,70,48,83
11/27/2014,69,47,86
11/28/2014,65,50,86
11/29/2014,60,55,100
11/30/2014,64,56,100
12/1/2014,68,61,100
12/2/2014,61,58,100
12/3/2014,62,61,100
12/4/2014,67,58,100
12/5/2014,65,58,100
12/6/2014,67,58,93
12/7/2014,65,56,100
12/8/2014,71,56,100
12/9/2014,64,57,100
12/10/2014,64,55,100
12/11/2014,63,59,100
12/12/2014,56,53,100
12/13/2014,57,48,100
12/14/2014,60,46,93
12/15/2014,55,52,100
12/16/2014,61,54,100
12/17/2014,58,53,100
12/18/2014,62,49,83
12/19/2014,57,55,100
12/20/2014,62,55,100
12/21/2014,62,58,93
12/22/2014,63,56,100
12/23/2014,68,54,100
12/24/2014,60,53,100
12/25/2014,58,39,83
12/26/2014,57,38,76
12/27/2014,55,36,82
12/28/2014,57,42,86
12/29/2014,56,43,89
12/30/2014,53,37,82
12/31/2014,55,20,44
1/1/2015,53,27,64
1/2/2015,52,33,78
1/3/2015,55,35,85
1/4/2015,56,38,89
1/5/2015,60,39,92
1/6/2015,63,41,85
1/7/2015,70,44,92
1/8/2015,61,45,89
1/9/2015,65,50,89
1/10/2015,61,50,100
1/11/2015,55,50,100
1/12/2015,61,50,100
1/13/2015,65,48,100
1/14/2015,62,45,86
1/15/2015,62,48,93
1/16/2015,63,53,96
1/17/2015,61,51,100
1/18/2015,63,54,100
1/19/2015,60,55,100
1/20/2015,60,47,100
1/21/2015,62,44,100
1/22/2015,56,43,86
1/23/2015,66,41,92
1/24/2015,72,47,89
1/25/2015,64,44,89
1/26/2015,65,45,86
1/27/2015,68,46,77
1/28/2015,67,50,89
1/29/2015,65,50,100
1/30/2015,67,51,93
1/31/2015,71,45,100
2/1/2015,67,45,71
2/2/2015,68,49,83
2/3/2015,72,51,86
2/4/2015,73,53,89
2/5/2015,68,49,83
2/6/2015,65,61,100
2/7/2015,68,62,93
2/8/2015,64,63,100
2/9/2015,66,54,93
2/10/2015,64,48,93
2/11/2015,68,50,93
2/12/2015,72,53,92
2/13/2015,77,53,93
2/14/2015,74,53,86
2/15/2015,75,51,82
2/16/2015,72,55,93
2/17/2015,59,52,93
2/18/2015,65,52,86
2/19/2015,66,53,93
2/20/2015,70,52,93
2/21/2015,71,50,83
2/22/2015,65,49,82
2/23/2015,62,31,42
2/24/2015,66,41,70
2/25/2015,68,49,83
2/26/2015,69,50,86
2/27/2015,63,50,89
2/28/2015,60,45,86
3/1/2015,64,46,92
3/2/2015,61,47,83
3/3/2015,64,47,89
3/4/2015,68,44,89
3/5/2015,76,43,76
3/6/2015,72,44,76
3/7/2015,76,51,77
3/8/2015,71,53,96
3/9/2015,72,53,89
3/10/2015,75,54,93
3/11/2015,70,54,93
3/12/2015,72,54,86
3/13/2015,78,54,83
3/14/2015,89,52,83
3/15/2015,80,52,72
3/16/2015,72,53,72
3/17/2015,69,52,86
3/18/2015,72,50,83
3/19/2015,80,52,86
3/20/2015,72,51,80
3/21/2015,72,52,80
3/22/2015,71,54,86
3/23/2015,66,52,93
3/24/2015,67,51,80
3/25/2015,74,53,89
3/26/2015,85,55,83
3/27/2015,70,56,93
3/28/2015,78,52,83
3/29/2015,79,52,80
3/30/2015,71,52,86
3/31/2015,68,50,77
4/1/2015,65,41,71
4/2/2015,70,41,71
4/3/2015,73,44,65
4/4/2015,66,41,70
4/5/2015,62,44,76
4/6/2015,64,41,76
4/7/2015,61,53,100
4/8/2015,64,45,71
4/9/2015,70,45,83
4/10/2015,70,47,82
4/11/2015,71,52,86
4/12/2015,78,51,89
4/13/2015,65,50,83
4/14/2015,66,45,68
4/15/2015,73,44,71
4/16/2015,80,45,71
4/17/2015,79,50,83
4/18/2015,75,53,89
4/19/2015,70,54,89
4/20/2015,69,53,83
4/21/2015,69,49,77
4/22/2015,71,52,83
4/23/2015,71,51,83
4/24/2015,67,46,77
4/25/2015,64,55,100
4/26/2015,72,51,80
4/27/2015,84,53,86
4/28/2015,70,53,89
4/29/2015,72,51,89
4/30/2015,88,49,77
5/1/2015,84,53,86
5/2/2015,74,54,83
5/3/2015,70,51,83
5/4/2015,65,49,77
5/5/2015,70,47,83
5/6/2015,71,47,80
5/7/2015,59,47,80
5/8/2015,73,50,83
5/9/2015,68,51,83
5/10/2015,68,52,83
5/11/2015,66,47,83
5/12/2015,65,41,77
5/13/2015,67,44,71
5/14/2015,68,55,77
5/15/2015,65,50,83
5/16/2015,67,51,80
5/17/2015,65,49,72
5/18/2015,65,49,77
5/19/2015,66,51,77
5/20/2015,67,50,72
5/21/2015,68,52,80
5/22/2015,68,52,86
5/23/2015,68,50,77
5/24/2015,70,53,83
5/25/2015,69,52,80
5/26/2015,69,52,80
5/27/2015,72,54,80
5/28/2015,69,54,86
5/29/2015,69,54,86
5/30/2015,73,56,86
5/31/2015,69,53,80
6/1/2015,75,55,78
6/2/2015,70,55,80
6/3/2015,72,50,77
6/4/2015,75,53,83
6/5/2015,78,57,89
6/6/2015,79,58,86
6/7/2015,82,59,84
6/8/2015,91,60,84
6/9/2015,85,60,90
6/10/2015,73,65,87
6/11/2015,82,63,100
6/12/2015,86,59,93
6/13/2015,85,61,90
6/14/2015,75,57,86
6/15/2015,69,54,86
6/16/2015,76,55,89
6/17/2015,79,54,86
6/18/2015,75,55,89
6/19/2015,80,51,83
6/20/2015,80,56,86
6/21/2015,73,55,93
6/22/2015,71,55,86
6/23/2015,78,55,83
6/24/2015,81,55,86
6/25/2015,89,58,78
6/26/2015,84,59,84
6/27/2015,81,58,86
6/28/2015,75,59,90
6/29/2015,78,57,87
6/30/2015,92,60,90
7/1/2015,91,62,90
7/2/2015,79,61,87
7/3/2015,81,62,90
7/4/2015,79,61,90
7/5/2015,81,60,84
7/6/2015,77,58,84
7/7/2015,77,60,84
7/8/2015,73,57,84
7/9/2015,74,57,78
7/10/2015,73,56,78
7/11/2015,75,55,78
7/12/2015,76,56,73
7/13/2015,78,58,84
7/14/2015,74,57,84
7/15/2015,83,60,78
7/16/2015,85,59,93
7/17/2015,81,59,87
7/18/2015,79,57,84
7/19/2015,89,62,73
7/20/2015,87,63,78
7/21/2015,76,60,84
7/22/2015,77,57,84
7/23/2015,73,55,80
7/24/2015,78,54,80
7/25/2015,75,58,86
7/26/2015,79,58,84
7/27/2015,86,57,80
7/28/2015,94,57,78
7/29/2015,89,59,78
7/30/2015,81,63,90
7/31/2015,78,61,87
8/1/2015,81,60,84
8/2/2015,76,59,84
8/3/2015,77,56,78
8/4/2015,76,55,80
8/5/2015,79,61,78
8/6/2015,78,61,90
8/7/2015,83,59,84
8/8/2015,78,58,84
8/9/2015,78,59,80
8/10/2015,80,60,90
8/11/2015,82,59,90
8/12/2015,81,62,87
8/13/2015,80,63,87
8/14/2015,79,61,87
8/15/2015,93,58,84
8/16/2015,97,63,87
8/17/2015,91,63,87
8/18/2015,81,61,87
8/19/2015,77,60,84
8/20/2015,75,59,84
8/21/2015,79,60,84
8/22/2015,81,60,87
8/23/2015,77,59,90
8/24/2015,77,59,84
8/25/2015,80,60,90
8/26/2015,86,59,90
8/27/2015,92,57,78
8/28/2015,95,64,93
8/29/2015,80,65,93
8/30/2015,78,60,84
8/31/2015,85,59,84
